"OBJE_SQ_OBJETO","TIRE_SQ_TIPO_RECURSO","DECR_QN_RECURSO","DECR_DURACAO_RECURSO"
"245","79","1","19"
"245","79","1","9"
"245","82","1","7"
"245","82","1","19"
"245","82","1","9"
"245","84","1","19"
"245","84","1","9"
"246","44","0.8","12"
"246","44","0.8","8"
"246","47","1.1","7"
"246","47","1.1","12"
"246","47","1.1","8"
"246","52","0.8","7"
"246","56","0.6","12"
"246","56","0.6","8"
"246","59","1.5","7"
"246","59","1.5","12"
"246","59","1.5","8"
"246","69","1.5","7"
"246","69","1.5","12"
"246","69","1.5","8"
"246","74","1.5","7"
"246","74","1.5","12"
"246","74","1.5","8"
"246","79","1","12"
"246","79","1","8"
"246","82","1","7"
"246","82","1","12"
"246","82","1","8"
"246","84","1","12"
"246","84","1","8"
"247","44","0.8","9"
"247","47","1.1","1"
"247","47","1.1","5"
"247","47","1.1","9"
"247","47","1.1","15"
"247","47","1.1","11"
"247","47","1.1","9"
"247","49","1.5","5"
"247","51","0.5","1"
"247","52","0.8","5"
"247","52","0.8","9"
"247","56","0.6","9"
"247","59","1.5","1"
"247","59","1.5","5"
"247","59","1.5","9"
"247","59","1.5","15"
"247","59","1.5","11"
"247","59","1.5","9"
"247","69","1.5","1"
"247","69","1.5","5"
"247","69","1.5","9"
"247","69","1.5","15"
"247","69","1.5","11"
"247","69","1.5","9"
"247","74","1.5","1"
"247","74","1.5","5"
"247","74","1.5","9"
"247","74","1.5","15"
"247","74","1.5","11"
"247","74","1.5","9"
"247","79","1","9"
"247","82","1","9"
"248","44","0.8","9"
"248","47","1.1","1"
"248","47","1.1","5"
"248","47","1.1","9"
"248","47","1.1","15"
"248","47","1.1","11"
"248","47","1.1","9"
"248","49","1.5","5"
"248","51","0.5","1"
"248","52","0.8","5"
"248","52","0.8","9"
"248","56","0.6","9"
"248","59","1.5","1"
"248","59","1.5","5"
"248","59","1.5","9"
"248","59","1.5","15"
"248","59","1.5","11"
"248","59","1.5","9"
"248","69","1.5","1"
"248","69","1.5","5"
"248","69","1.5","9"
"248","69","1.5","15"
"248","69","1.5","11"
"248","69","1.5","9"
"248","74","1.5","1"
"248","74","1.5","5"
"248","74","1.5","9"
"248","74","1.5","15"
"248","74","1.5","11"
"248","74","1.5","9"
"248","79","1","9"
"248","82","1","9"
"249","43","1","18"
"249","44","0.8","9"
"249","46","1","18"
"249","47","1.1","9"
"249","52","0.8","9"
"249","55","0.4","18"
"249","58","1.2","18"
"249","59","1.5","9"
"249","68","1.2","18"
"249","69","1.5","9"
"249","70","1","18"
"249","71","1","18"
"249","73","1.2","18"
"249","74","1.5","9"
"249","76","0.7","18"
"249","78","1","18"
"249","79","1","9"
"249","83","1","18"
"249","84","1","9"
"250","47","1.1","35"
"250","52","0.8","35"
"250","59","1.5","35"
"250","69","1.5","35"
"250","74","1.5","35"
"251","43","1","1"
"251","44","0.8","7"
"251","44","0.8","1"
"251","46","1","1"
"251","47","1.1","1"
"251","47","1.1","4"
"251","47","1.1","6"
"251","47","1.1","7"
"251","47","1.1","1"
"251","48","1.5","1"
"251","48","1.5","4"
"251","50","0.5","1"
"251","52","0.8","1"
"251","55","0.4","1"
"251","56","0.6","6"
"251","56","0.6","7"
"251","56","0.6","1"
"251","58","1.2","1"
"251","59","1.5","1"
"251","59","1.5","4"
"251","59","1.5","6"
"251","59","1.5","7"
"251","59","1.5","1"
"251","68","1.2","1"
"251","69","1.5","1"
"251","69","1.5","4"
"251","69","1.5","6"
"251","69","1.5","7"
"251","69","1.5","1"
"251","73","1.2","1"
"251","74","1.5","1"
"251","74","1.5","4"
"251","74","1.5","6"
"251","74","1.5","7"
"251","74","1.5","1"
"251","76","0.7","1"
"251","77","0.7","7"
"251","77","0.7","1"
"251","79","1","6"
"251","81","0.8","1"
"251","82","1","6"
"251","82","1","7"
"251","82","1","1"
"252","44","0.8","8"
"252","47","1.1","2"
"252","47","1.1","8"
"252","47","1.1","14"
"252","47","1.1","14"
"252","47","1.1","8"
"252","49","1.5","8"
"252","51","0.5","2"
"252","52","0.8","2"
"252","56","0.6","14"
"252","56","0.6","8"
"252","59","1.5","2"
"252","59","1.5","8"
"252","59","1.5","14"
"252","59","1.5","14"
"252","59","1.5","8"
"252","69","1.5","2"
"252","69","1.5","8"
"252","69","1.5","14"
"252","69","1.5","14"
"252","69","1.5","8"
"252","74","1.5","2"
"252","74","1.5","8"
"252","74","1.5","14"
"252","74","1.5","14"
"252","74","1.5","8"
"252","77","0.7","8"
"252","79","1","14"
"252","79","1","14"
"252","82","1","14"
"252","82","1","8"
