"OBJE_SQ_OBJETO","TIRE_SQ_TIPO_RECURSO","DECR_QN_RECURSO","DECR_DURACAO_RECURSO"
"179","47","1.1","5"
"179","47","1.1","7"
"179","47","1.1","9"
"179","47","1.1","7"
"179","48","1.5","7"
"179","51","0.5","5"
"179","52","0.8","5"
"179","52","0.8","7"
"179","55","0.4","1"
"179","56","0.6","9"
"179","56","0.6","7"
"179","58","1.2","1"
"179","59","1.5","5"
"179","59","1.5","7"
"179","59","1.5","9"
"179","59","1.5","7"
"179","68","1.2","1"
"179","69","1.5","5"
"179","69","1.5","7"
"179","69","1.5","9"
"179","69","1.5","7"
"179","73","1.2","1"
"179","74","1.5","5"
"179","74","1.5","7"
"179","74","1.5","9"
"179","74","1.5","7"
"179","79","1","9"
"179","79","1","7"
"179","81","0.8","1"
"179","82","1","9"
"179","82","1","7"
"180","43","1","1"
"180","44","0.8","7"
"180","46","1","1"
"180","47","1.1","6"
"180","47","1.1","7"
"180","47","1.1","8"
"180","47","1.1","7"
"180","48","1.5","7"
"180","51","0.5","6"
"180","52","0.8","6"
"180","52","0.8","7"
"180","55","0.4","1"
"180","56","0.6","8"
"180","56","0.6","7"
"180","58","1.2","1"
"180","59","1.5","6"
"180","59","1.5","7"
"180","59","1.5","8"
"180","59","1.5","7"
"180","68","1.2","1"
"180","69","1.5","6"
"180","69","1.5","7"
"180","69","1.5","8"
"180","69","1.5","7"
"180","73","1.2","1"
"180","74","1.5","6"
"180","74","1.5","7"
"180","74","1.5","8"
"180","74","1.5","7"
"180","79","1","8"
"180","79","1","7"
"180","81","0.8","1"
"180","82","1","8"
"180","82","1","7"
"181","46","1","1"
"181","47","1.1","5"
"181","47","1.1","6"
"181","47","1.1","1"
"181","47","1.1","6"
"181","47","1.1","9"
"181","49","1.5","6"
"181","51","0.5","5"
"181","52","0.8","5"
"181","52","0.8","6"
"181","52","0.8","1"
"181","53","1","6"
"181","55","0.4","1"
"181","56","0.6","6"
"181","56","0.6","9"
"181","58","1.2","1"
"181","59","1.5","5"
"181","59","1.5","6"
"181","59","1.5","1"
"181","59","1.5","6"
"181","59","1.5","9"
"181","68","1.2","1"
"181","69","1.5","5"
"181","69","1.5","6"
"181","69","1.5","1"
"181","69","1.5","6"
"181","69","1.5","9"
"181","73","1.2","1"
"181","74","1.5","5"
"181","74","1.5","6"
"181","74","1.5","1"
"181","74","1.5","6"
"181","74","1.5","9"
"181","76","0.7","1"
"181","77","0.7","9"
"181","79","1","1"
"181","79","1","6"
"181","79","1","9"
"181","81","0.8","1"
"181","82","1","6"
"181","82","1","9"
"182","47","1.1","2"
"182","47","1.1","4"
"182","47","1.1","13"
"182","47","1.1","16"
"182","47","1.1","18"
"182","49","1.5","2"
"182","49","1.5","4"
"182","51","0.5","2"
"182","52","0.8","2"
"182","52","0.8","4"
"182","52","0.8","13"
"182","53","1","4"
"182","56","0.6","16"
"182","56","0.6","18"
"182","59","1.5","2"
"182","59","1.5","4"
"182","59","1.5","13"
"182","59","1.5","16"
"182","59","1.5","18"
"182","69","1.5","2"
"182","69","1.5","4"
"182","69","1.5","13"
"182","69","1.5","16"
"182","69","1.5","18"
"182","74","1.5","2"
"182","74","1.5","4"
"182","74","1.5","13"
"182","74","1.5","16"
"182","74","1.5","18"
"182","77","0.7","18"
"182","79","1","13"
"182","79","1","16"
"182","79","1","18"
"182","82","1","16"
"182","82","1","18"
"183","46","1","11"
"183","47","1.1","2"
"183","47","1.1","4"
"183","47","1.1","8"
"183","47","1.1","14"
"183","47","1.1","10"
"183","49","1.5","4"
"183","51","0.5","2"
"183","52","0.8","2"
"183","52","0.8","4"
"183","52","0.8","8"
"183","53","1","4"
"183","55","0.4","11"
"183","56","0.6","14"
"183","56","0.6","10"
"183","58","1.2","11"
"183","59","1.5","2"
"183","59","1.5","4"
"183","59","1.5","8"
"183","59","1.5","14"
"183","59","1.5","10"
"183","68","1.2","11"
"183","69","1.5","2"
"183","69","1.5","4"
"183","69","1.5","8"
"183","69","1.5","14"
"183","69","1.5","10"
"183","73","1.2","11"
"183","74","1.5","2"
"183","74","1.5","4"
"183","74","1.5","8"
"183","74","1.5","14"
"183","74","1.5","10"
"183","76","0.7","11"
"183","77","0.7","10"
"183","79","1","8"
"183","79","1","14"
"183","79","1","10"
"183","81","0.8","11"
"183","82","1","14"
"183","82","1","10"
"184","47","1.1","26"
"184","56","0.6","26"
"184","59","1.5","26"
"184","69","1.5","26"
"184","74","1.5","26"
"184","77","0.7","26"
"184","79","1","26"
"184","82","1","26"
"185","46","1","1"
"185","47","1.1","2"
"185","47","1.1","5"
"185","47","1.1","11"
"185","47","1.1","12"
"185","47","1.1","16"
"185","49","1.5","5"
"185","51","0.5","2"
"185","52","0.8","2"
"185","52","0.8","5"
"185","52","0.8","11"
"185","53","1","5"
"185","55","0.4","1"
"185","56","0.6","12"
"185","56","0.6","16"
"185","58","1.2","1"
"185","59","1.5","2"
"185","59","1.5","5"
"185","59","1.5","11"
"185","59","1.5","12"
"185","59","1.5","16"
"185","68","1.2","1"
"185","69","1.5","2"
"185","69","1.5","5"
"185","69","1.5","11"
"185","69","1.5","12"
"185","69","1.5","16"
"185","73","1.2","1"
"185","74","1.5","2"
"185","74","1.5","5"
"185","74","1.5","11"
"185","74","1.5","12"
"185","74","1.5","16"
"185","76","0.7","1"
"185","77","0.7","16"
"185","79","1","11"
"185","79","1","12"
"185","79","1","16"
"185","81","0.8","1"
"185","82","1","12"
"185","82","1","16"
"186","46","1","3"
"186","55","0.4","3"
"186","58","1.2","3"
"186","68","1.2","3"
"186","73","1.2","3"
"186","76","0.7","3"
"186","81","0.8","3"
"187","45","1","1"
"187","46","1","5"
"187","47","1.1","1"
"187","47","1.1","2"
"187","47","1.1","4"
"187","47","1.1","7"
"187","47","1.1","4"
"187","49","1.5","1"
"187","49","1.5","2"
"187","51","0.5","1"
"187","52","0.8","1"
"187","52","0.8","2"
"187","52","0.8","4"
"187","53","1","2"
"187","54","1","1"
"187","55","0.4","5"
"187","56","0.6","7"
"187","56","0.6","4"
"187","57","1","1"
"187","58","1.2","5"
"187","59","1.5","1"
"187","59","1.5","2"
"187","59","1.5","4"
"187","59","1.5","7"
"187","59","1.5","4"
"187","67","1","1"
"187","68","1.2","5"
"187","69","1.5","1"
"187","69","1.5","2"
"187","69","1.5","4"
"187","69","1.5","7"
"187","69","1.5","4"
"187","72","1","1"
"187","73","1.2","5"
"187","74","1.5","1"
"187","74","1.5","2"
"187","74","1.5","4"
"187","74","1.5","7"
"187","74","1.5","4"
"187","76","0.7","5"
"187","77","0.7","4"
"187","79","1","4"
"187","79","1","7"
"187","79","1","4"
"187","80","1","1"
"187","81","0.8","5"
"187","82","1","7"
"187","82","1","4"
"188","46","1","4"
"188","47","1.1","2"
"188","47","1.1","3"
"188","47","1.1","5"
"188","47","1.1","6"
"188","47","1.1","5"
"188","49","1.5","2"
"188","49","1.5","3"
"188","51","0.5","2"
"188","52","0.8","2"
"188","52","0.8","3"
"188","52","0.8","5"
"188","53","1","3"
"188","55","0.4","4"
"188","56","0.6","6"
"188","56","0.6","5"
"188","58","1.2","4"
"188","59","1.5","2"
"188","59","1.5","3"
"188","59","1.5","5"
"188","59","1.5","6"
"188","59","1.5","5"
"188","68","1.2","4"
"188","69","1.5","2"
"188","69","1.5","3"
"188","69","1.5","5"
"188","69","1.5","6"
"188","69","1.5","5"
"188","73","1.2","4"
"188","74","1.5","2"
"188","74","1.5","3"
"188","74","1.5","5"
"188","74","1.5","6"
"188","74","1.5","5"
"188","76","0.7","4"
"188","77","0.7","5"
"188","79","1","5"
"188","79","1","6"
"188","79","1","5"
"188","81","0.8","4"
"188","82","1","6"
"188","82","1","5"
"189","45","1","1"
"189","46","1","7"
"189","47","1.1","1"
"189","47","1.1","3"
"189","47","1.1","5"
"189","47","1.1","5"
"189","47","1.1","5"
"189","49","1.5","1"
"189","49","1.5","3"
"189","51","0.5","1"
"189","52","0.8","1"
"189","52","0.8","3"
"189","52","0.8","5"
"189","53","1","3"
"189","54","1","1"
"189","55","0.4","7"
"189","56","0.6","5"
"189","56","0.6","5"
"189","57","1","1"
"189","58","1.2","7"
"189","59","1.5","1"
"189","59","1.5","3"
"189","59","1.5","5"
"189","59","1.5","5"
"189","59","1.5","5"
"189","67","1","1"
"189","68","1.2","7"
"189","69","1.5","1"
"189","69","1.5","3"
"189","69","1.5","5"
"189","69","1.5","5"
"189","69","1.5","5"
"189","72","1","1"
"189","73","1.2","7"
"189","74","1.5","1"
"189","74","1.5","3"
"189","74","1.5","5"
"189","74","1.5","5"
"189","74","1.5","5"
"189","76","0.7","7"
"189","77","0.7","5"
"189","79","1","5"
"189","79","1","5"
"189","79","1","5"
"189","80","1","1"
"189","81","0.8","7"
"189","82","1","5"
"189","82","1","5"
"190","46","1","7"
"190","47","1.1","1"
"190","47","1.1","6"
"190","47","1.1","7"
"190","47","1.1","5"
"190","47","1.1","6"
"190","49","1.5","1"
"190","49","1.5","6"
"190","51","0.5","1"
"190","52","0.8","1"
"190","52","0.8","6"
"190","52","0.8","7"
"190","53","1","6"
"190","55","0.4","7"
"190","56","0.6","5"
"190","56","0.6","6"
"190","58","1.2","7"
"190","59","1.5","1"
"190","59","1.5","6"
"190","59","1.5","7"
"190","59","1.5","5"
"190","59","1.5","6"
"190","68","1.2","7"
"190","69","1.5","1"
"190","69","1.5","6"
"190","69","1.5","7"
"190","69","1.5","5"
"190","69","1.5","6"
"190","73","1.2","7"
"190","74","1.5","1"
"190","74","1.5","6"
"190","74","1.5","7"
"190","74","1.5","5"
"190","74","1.5","6"
"190","76","0.7","7"
"190","77","0.7","6"
"190","79","1","7"
"190","79","1","5"
"190","79","1","6"
"190","81","0.8","7"
"190","82","1","5"
"190","82","1","6"
"191","46","1","4"
"191","47","1.1","2"
"191","47","1.1","4"
"191","47","1.1","5"
"191","47","1.1","5"
"191","47","1.1","4"
"191","49","1.5","2"
"191","49","1.5","4"
"191","51","0.5","2"
"191","52","0.8","2"
"191","52","0.8","4"
"191","52","0.8","5"
"191","53","1","4"
"191","55","0.4","4"
"191","56","0.6","5"
"191","56","0.6","4"
"191","58","1.2","4"
"191","59","1.5","2"
"191","59","1.5","4"
"191","59","1.5","5"
"191","59","1.5","5"
"191","59","1.5","4"
"191","68","1.2","4"
"191","69","1.5","2"
"191","69","1.5","4"
"191","69","1.5","5"
"191","69","1.5","5"
"191","69","1.5","4"
"191","73","1.2","4"
"191","74","1.5","2"
"191","74","1.5","4"
"191","74","1.5","5"
"191","74","1.5","5"
"191","74","1.5","4"
"191","76","0.7","4"
"191","77","0.7","4"
"191","79","1","5"
"191","79","1","5"
"191","79","1","4"
"191","81","0.8","4"
"191","82","1","5"
"191","82","1","4"
"192","45","1","1"
"192","46","1","6"
"192","47","1.1","2"
"192","47","1.1","4"
"192","47","1.1","5"
"192","47","1.1","6"
"192","47","1.1","8"
"192","49","1.5","2"
"192","49","1.5","4"
"192","51","0.5","2"
"192","52","0.8","2"
"192","52","0.8","4"
"192","52","0.8","5"
"192","53","1","4"
"192","54","1","1"
"192","55","0.4","6"
"192","56","0.6","6"
"192","56","0.6","8"
"192","57","1","1"
"192","58","1.2","6"
"192","59","1.5","2"
"192","59","1.5","4"
"192","59","1.5","5"
"192","59","1.5","6"
"192","59","1.5","8"
"192","67","1","1"
"192","68","1.2","6"
"192","69","1.5","2"
"192","69","1.5","4"
"192","69","1.5","5"
"192","69","1.5","6"
"192","69","1.5","8"
"192","72","1","1"
"192","73","1.2","6"
"192","74","1.5","2"
"192","74","1.5","4"
"192","74","1.5","5"
"192","74","1.5","6"
"192","74","1.5","8"
"192","76","0.7","6"
"192","77","0.7","8"
"192","79","1","5"
"192","79","1","6"
"192","79","1","8"
"192","80","1","1"
"192","81","0.8","6"
"192","82","1","6"
"192","82","1","8"
"193","43","1","11"
"193","44","0.8","18"
"193","46","1","11"
"193","47","1.1","3"
"193","47","1.1","5"
"193","47","1.1","18"
"193","48","1.5","3"
"193","52","0.8","3"
"193","52","0.8","5"
"193","52","0.8","18"
"193","55","0.4","11"
"193","58","1.2","11"
"193","59","1.5","3"
"193","59","1.5","5"
"193","59","1.5","18"
"193","68","1.2","11"
"193","69","1.5","3"
"193","69","1.5","5"
"193","69","1.5","18"
"193","70","1","11"
"193","71","1","11"
"193","73","1.2","11"
"193","74","1.5","3"
"193","74","1.5","5"
"193","74","1.5","18"
"193","76","0.7","11"
"193","78","1","11"
"193","79","1","18"
"193","83","1","11"
"193","84","1","18"
"194","43","1","6"
"194","43","1","21"
"194","43","1","12"
"194","44","0.8","21"
"194","46","1","6"
"194","46","1","21"
"194","46","1","12"
"194","47","1.1","2"
"194","47","1.1","3"
"194","47","1.1","6"
"194","47","1.1","21"
"194","48","1.5","2"
"194","52","0.8","2"
"194","52","0.8","3"
"194","52","0.8","6"
"194","52","0.8","21"
"194","55","0.4","6"
"194","55","0.4","21"
"194","55","0.4","12"
"194","58","1.2","6"
"194","58","1.2","21"
"194","58","1.2","12"
"194","59","1.5","2"
"194","59","1.5","3"
"194","59","1.5","6"
"194","59","1.5","21"
"194","68","1.2","6"
"194","68","1.2","21"
"194","68","1.2","12"
"194","69","1.5","2"
"194","69","1.5","3"
"194","69","1.5","6"
"194","69","1.5","21"
"194","70","1","6"
"194","70","1","21"
"194","70","1","12"
"194","71","1","6"
"194","71","1","21"
"194","71","1","12"
"194","73","1.2","6"
"194","73","1.2","21"
"194","73","1.2","12"
"194","74","1.5","2"
"194","74","1.5","3"
"194","74","1.5","6"
"194","74","1.5","21"
"194","76","0.7","6"
"194","76","0.7","21"
"194","76","0.7","12"
"194","78","1","6"
"194","78","1","21"
"194","78","1","12"
"194","79","1","21"
"194","83","1","6"
"194","83","1","21"
"194","83","1","12"
"194","84","1","21"
"195","43","1","12"
"195","44","0.8","7"
"195","44","0.8","9"
"195","46","1","12"
"195","47","1.1","1"
"195","47","1.1","2"
"195","47","1.1","7"
"195","47","1.1","9"
"195","52","0.8","1"
"195","52","0.8","2"
"195","55","0.4","12"
"195","56","0.6","7"
"195","56","0.6","9"
"195","58","1.2","12"
"195","59","1.5","1"
"195","59","1.5","2"
"195","59","1.5","7"
"195","59","1.5","9"
"195","68","1.2","12"
"195","69","1.5","1"
"195","69","1.5","2"
"195","69","1.5","7"
"195","69","1.5","9"
"195","70","1","12"
"195","71","1","12"
"195","73","1.2","12"
"195","74","1.5","1"
"195","74","1.5","2"
"195","74","1.5","7"
"195","74","1.5","9"
"195","78","1","12"
"195","79","1","7"
"195","79","1","9"
"195","82","1","2"
"195","82","1","7"
"195","82","1","9"
"195","83","1","12"
"195","84","1","7"
"195","84","1","9"
"196","43","1","7"
"196","43","1","20"
"196","43","1","12"
"196","44","0.8","20"
"196","46","1","7"
"196","46","1","20"
"196","46","1","12"
"196","47","1.1","2"
"196","47","1.1","3"
"196","47","1.1","7"
"196","47","1.1","20"
"196","48","1.5","2"
"196","52","0.8","2"
"196","52","0.8","3"
"196","52","0.8","7"
"196","52","0.8","20"
"196","55","0.4","7"
"196","55","0.4","20"
"196","55","0.4","12"
"196","58","1.2","7"
"196","58","1.2","20"
"196","58","1.2","12"
"196","59","1.5","2"
"196","59","1.5","3"
"196","59","1.5","7"
"196","59","1.5","20"
"196","68","1.2","7"
"196","68","1.2","20"
"196","68","1.2","12"
"196","69","1.5","2"
"196","69","1.5","3"
"196","69","1.5","7"
"196","69","1.5","20"
"196","70","1","7"
"196","70","1","20"
"196","70","1","12"
"196","71","1","7"
"196","71","1","20"
"196","71","1","12"
"196","73","1.2","7"
"196","73","1.2","20"
"196","73","1.2","12"
"196","74","1.5","2"
"196","74","1.5","3"
"196","74","1.5","7"
"196","74","1.5","20"
"196","76","0.7","7"
"196","76","0.7","20"
"196","76","0.7","12"
"196","78","1","7"
"196","78","1","20"
"196","78","1","12"
"196","79","1","20"
"196","83","1","7"
"196","83","1","20"
"196","83","1","12"
"196","84","1","20"
"197","43","1","13"
"197","44","0.8","22"
"197","46","1","13"
"197","47","1.1","3"
"197","47","1.1","5"
"197","47","1.1","22"
"197","48","1.5","3"
"197","52","0.8","3"
"197","52","0.8","5"
"197","52","0.8","22"
"197","55","0.4","13"
"197","58","1.2","13"
"197","59","1.5","3"
"197","59","1.5","5"
"197","59","1.5","22"
"197","68","1.2","13"
"197","69","1.5","3"
"197","69","1.5","5"
"197","69","1.5","22"
"197","70","1","13"
"197","71","1","13"
"197","73","1.2","13"
"197","74","1.5","3"
"197","74","1.5","5"
"197","74","1.5","22"
"197","76","0.7","13"
"197","78","1","13"
"197","79","1","22"
"197","83","1","13"
"197","84","1","22"
"198","43","1","1"
"198","44","0.8","11"
"198","44","0.8","1"
"198","46","1","1"
"198","47","1.1","2"
"198","47","1.1","5"
"198","47","1.1","5"
"198","47","1.1","1"
"198","47","1.1","11"
"198","47","1.1","1"
"198","49","1.5","2"
"198","49","1.5","5"
"198","51","0.5","2"
"198","52","0.8","2"
"198","55","0.4","1"
"198","56","0.6","1"
"198","56","0.6","11"
"198","56","0.6","1"
"198","58","1.2","1"
"198","59","1.5","2"
"198","59","1.5","5"
"198","59","1.5","5"
"198","59","1.5","1"
"198","59","1.5","11"
"198","59","1.5","1"
"198","68","1.2","1"
"198","69","1.5","2"
"198","69","1.5","5"
"198","69","1.5","5"
"198","69","1.5","1"
"198","69","1.5","11"
"198","69","1.5","1"
"198","73","1.2","1"
"198","74","1.5","2"
"198","74","1.5","5"
"198","74","1.5","5"
"198","74","1.5","1"
"198","74","1.5","11"
"198","74","1.5","1"
"198","76","0.7","1"
"198","77","0.7","11"
"198","77","0.7","1"
"198","79","1","5"
"198","79","1","1"
"198","81","0.8","1"
"198","82","1","1"
"198","82","1","11"
"198","82","1","1"
"199","43","1","17"
"199","46","1","17"
"199","47","1.1","3"
"199","47","1.1","9"
"199","47","1.1","11"
"199","52","0.8","3"
"199","55","0.4","17"
"199","56","0.6","9"
"199","56","0.6","11"
"199","58","1.2","17"
"199","59","1.5","3"
"199","59","1.5","9"
"199","59","1.5","11"
"199","68","1.2","17"
"199","69","1.5","3"
"199","69","1.5","9"
"199","69","1.5","11"
"199","73","1.2","17"
"199","74","1.5","3"
"199","74","1.5","9"
"199","74","1.5","11"
"199","76","0.7","17"
"199","79","1","9"
"199","79","1","11"
"199","81","0.8","17"
"199","82","1","9"
"199","82","1","11"
"200","43","1","14"
"200","44","0.8","21"
"200","46","1","14"
"200","47","1.1","4"
"200","47","1.1","5"
"200","47","1.1","21"
"200","48","1.5","4"
"200","52","0.8","4"
"200","52","0.8","5"
"200","52","0.8","21"
"200","55","0.4","14"
"200","58","1.2","14"
"200","59","1.5","4"
"200","59","1.5","5"
"200","59","1.5","21"
"200","68","1.2","14"
"200","69","1.5","4"
"200","69","1.5","5"
"200","69","1.5","21"
"200","70","1","14"
"200","71","1","14"
"200","73","1.2","14"
"200","74","1.5","4"
"200","74","1.5","5"
"200","74","1.5","21"
"200","76","0.7","14"
"200","78","1","14"
"200","79","1","21"
"200","83","1","14"
"200","84","1","21"
"201","43","1","13"
"201","44","0.8","21"
"201","46","1","13"
"201","47","1.1","2"
"201","47","1.1","6"
"201","47","1.1","21"
"201","48","1.5","2"
"201","52","0.8","2"
"201","52","0.8","6"
"201","52","0.8","21"
"201","55","0.4","13"
"201","58","1.2","13"
"201","59","1.5","2"
"201","59","1.5","6"
"201","59","1.5","21"
"201","68","1.2","13"
"201","69","1.5","2"
"201","69","1.5","6"
"201","69","1.5","21"
"201","70","1","13"
"201","71","1","13"
"201","73","1.2","13"
"201","74","1.5","2"
"201","74","1.5","6"
"201","74","1.5","21"
"201","76","0.7","13"
"201","78","1","13"
"201","79","1","21"
"201","83","1","13"
"201","84","1","21"
"202","43","1","7"
"202","43","1","20"
"202","43","1","12"
"202","44","0.8","20"
"202","46","1","7"
"202","46","1","20"
"202","46","1","12"
"202","47","1.1","2"
"202","47","1.1","3"
"202","47","1.1","7"
"202","47","1.1","20"
"202","48","1.5","2"
"202","52","0.8","2"
"202","52","0.8","3"
"202","52","0.8","7"
"202","52","0.8","20"
"202","55","0.4","7"
"202","55","0.4","20"
"202","55","0.4","12"
"202","58","1.2","7"
"202","58","1.2","20"
"202","58","1.2","12"
"202","59","1.5","2"
"202","59","1.5","3"
"202","59","1.5","7"
"202","59","1.5","20"
"202","68","1.2","7"
"202","68","1.2","20"
"202","68","1.2","12"
"202","69","1.5","2"
"202","69","1.5","3"
"202","69","1.5","7"
"202","69","1.5","20"
"202","70","1","7"
"202","70","1","20"
"202","70","1","12"
"202","71","1","7"
"202","71","1","20"
"202","71","1","12"
"202","73","1.2","7"
"202","73","1.2","20"
"202","73","1.2","12"
"202","74","1.5","2"
"202","74","1.5","3"
"202","74","1.5","7"
"202","74","1.5","20"
"202","76","0.7","7"
"202","76","0.7","20"
"202","76","0.7","12"
"202","78","1","7"
"202","78","1","20"
"202","78","1","12"
"202","79","1","20"
"202","83","1","7"
"202","83","1","20"
"202","83","1","12"
"202","84","1","20"
"203","47","1.1","5"
"203","51","0.5","5"
"203","52","0.8","5"
"203","59","1.5","5"
"203","69","1.5","5"
"203","74","1.5","5"
"204","43","1","15"
"204","44","0.8","15"
"204","46","1","15"
"204","47","1.1","2"
"204","47","1.1","4"
"204","47","1.1","6"
"204","47","1.1","15"
"204","48","1.5","4"
"204","52","0.8","2"
"204","52","0.8","4"
"204","55","0.4","15"
"204","56","0.6","6"
"204","56","0.6","15"
"204","58","1.2","15"
"204","59","1.5","2"
"204","59","1.5","4"
"204","59","1.5","6"
"204","59","1.5","15"
"204","68","1.2","15"
"204","69","1.5","2"
"204","69","1.5","4"
"204","69","1.5","6"
"204","69","1.5","15"
"204","70","1","15"
"204","71","1","15"
"204","73","1.2","15"
"204","74","1.5","2"
"204","74","1.5","4"
"204","74","1.5","6"
"204","74","1.5","15"
"204","78","1","15"
"204","79","1","6"
"204","79","1","15"
"204","82","1","6"
"204","82","1","15"
"204","83","1","15"
"204","84","1","15"
"205","43","1","7"
"205","43","1","20"
"205","43","1","12"
"205","44","0.8","20"
"205","46","1","7"
"205","46","1","20"
"205","46","1","12"
"205","47","1.1","2"
"205","47","1.1","3"
"205","47","1.1","7"
"205","47","1.1","20"
"205","48","1.5","2"
"205","52","0.8","2"
"205","52","0.8","3"
"205","52","0.8","7"
"205","52","0.8","20"
"205","55","0.4","7"
"205","55","0.4","20"
"205","55","0.4","12"
"205","58","1.2","7"
"205","58","1.2","20"
"205","58","1.2","12"
"205","59","1.5","2"
"205","59","1.5","3"
"205","59","1.5","7"
"205","59","1.5","20"
"205","68","1.2","7"
"205","68","1.2","20"
"205","68","1.2","12"
"205","69","1.5","2"
"205","69","1.5","3"
"205","69","1.5","7"
"205","69","1.5","20"
"205","70","1","7"
"205","70","1","20"
"205","70","1","12"
"205","71","1","7"
"205","71","1","20"
"205","71","1","12"
"205","73","1.2","7"
"205","73","1.2","20"
"205","73","1.2","12"
"205","74","1.5","2"
"205","74","1.5","3"
"205","74","1.5","7"
"205","74","1.5","20"
"205","76","0.7","7"
"205","76","0.7","20"
"205","76","0.7","12"
"205","78","1","7"
"205","78","1","20"
"205","78","1","12"
"205","79","1","20"
"205","83","1","7"
"205","83","1","20"
"205","83","1","12"
"205","84","1","20"
"206","45","1","1"
"206","46","1","5"
"206","47","1.1","2"
"206","47","1.1","3"
"206","47","1.1","5"
"206","47","1.1","5"
"206","47","1.1","6"
"206","49","1.5","2"
"206","49","1.5","3"
"206","51","0.5","2"
"206","52","0.8","2"
"206","52","0.8","3"
"206","52","0.8","5"
"206","53","1","3"
"206","54","1","1"
"206","55","0.4","5"
"206","56","0.6","5"
"206","56","0.6","6"
"206","57","1","1"
"206","58","1.2","5"
"206","59","1.5","2"
"206","59","1.5","3"
"206","59","1.5","5"
"206","59","1.5","5"
"206","59","1.5","6"
"206","67","1","1"
"206","68","1.2","5"
"206","69","1.5","2"
"206","69","1.5","3"
"206","69","1.5","5"
"206","69","1.5","5"
"206","69","1.5","6"
"206","72","1","1"
"206","73","1.2","5"
"206","74","1.5","2"
"206","74","1.5","3"
"206","74","1.5","5"
"206","74","1.5","5"
"206","74","1.5","6"
"206","76","0.7","5"
"206","77","0.7","6"
"206","79","1","5"
"206","79","1","5"
"206","79","1","6"
"206","80","1","1"
"206","81","0.8","5"
"206","82","1","5"
"206","82","1","6"
"207","45","1","1"
"207","46","1","5"
"207","47","1.1","2"
"207","47","1.1","4"
"207","47","1.1","6"
"207","47","1.1","5"
"207","47","1.1","5"
"207","49","1.5","2"
"207","49","1.5","4"
"207","51","0.5","2"
"207","52","0.8","2"
"207","52","0.8","4"
"207","52","0.8","6"
"207","53","1","4"
"207","54","1","1"
"207","55","0.4","5"
"207","56","0.6","5"
"207","56","0.6","5"
"207","57","1","1"
"207","58","1.2","5"
"207","59","1.5","2"
"207","59","1.5","4"
"207","59","1.5","6"
"207","59","1.5","5"
"207","59","1.5","5"
"207","67","1","1"
"207","68","1.2","5"
"207","69","1.5","2"
"207","69","1.5","4"
"207","69","1.5","6"
"207","69","1.5","5"
"207","69","1.5","5"
"207","72","1","1"
"207","73","1.2","5"
"207","74","1.5","2"
"207","74","1.5","4"
"207","74","1.5","6"
"207","74","1.5","5"
"207","74","1.5","5"
"207","76","0.7","5"
"207","77","0.7","5"
"207","79","1","6"
"207","79","1","5"
"207","79","1","5"
"207","80","1","1"
"207","81","0.8","5"
"207","82","1","5"
"207","82","1","5"
"208","45","1","1"
"208","46","1","5"
"208","47","1.1","3"
"208","47","1.1","4"
"208","47","1.1","4"
"208","47","1.1","7"
"208","47","1.1","5"
"208","49","1.5","3"
"208","49","1.5","4"
"208","51","0.5","3"
"208","52","0.8","3"
"208","52","0.8","4"
"208","52","0.8","4"
"208","53","1","4"
"208","54","1","1"
"208","55","0.4","5"
"208","56","0.6","7"
"208","56","0.6","5"
"208","57","1","1"
"208","58","1.2","5"
"208","59","1.5","3"
"208","59","1.5","4"
"208","59","1.5","4"
"208","59","1.5","7"
"208","59","1.5","5"
"208","67","1","1"
"208","68","1.2","5"
"208","69","1.5","3"
"208","69","1.5","4"
"208","69","1.5","4"
"208","69","1.5","7"
"208","69","1.5","5"
"208","72","1","1"
"208","73","1.2","5"
"208","74","1.5","3"
"208","74","1.5","4"
"208","74","1.5","4"
"208","74","1.5","7"
"208","74","1.5","5"
"208","76","0.7","5"
"208","77","0.7","5"
"208","79","1","4"
"208","79","1","7"
"208","79","1","5"
"208","80","1","1"
"208","81","0.8","5"
"208","82","1","7"
"208","82","1","5"
"209","43","1","1"
"209","44","0.8","11"
"209","44","0.8","1"
"209","46","1","1"
"209","47","1.1","2"
"209","47","1.1","8"
"209","47","1.1","11"
"209","47","1.1","11"
"209","47","1.1","1"
"209","48","1.5","2"
"209","48","1.5","8"
"209","50","0.5","2"
"209","52","0.8","2"
"209","55","0.4","1"
"209","56","0.6","11"
"209","56","0.6","11"
"209","56","0.6","1"
"209","58","1.2","1"
"209","59","1.5","2"
"209","59","1.5","8"
"209","59","1.5","11"
"209","59","1.5","11"
"209","59","1.5","1"
"209","68","1.2","1"
"209","69","1.5","2"
"209","69","1.5","8"
"209","69","1.5","11"
"209","69","1.5","11"
"209","69","1.5","1"
"209","73","1.2","1"
"209","74","1.5","2"
"209","74","1.5","8"
"209","74","1.5","11"
"209","74","1.5","11"
"209","74","1.5","1"
"209","76","0.7","1"
"209","77","0.7","11"
"209","77","0.7","1"
"209","79","1","11"
"209","81","0.8","1"
"209","82","1","11"
"209","82","1","11"
"209","82","1","1"
"210","43","1","15"
"210","46","1","15"
"210","47","1.1","1"
"210","47","1.1","8"
"210","47","1.1","6"
"210","48","1.5","8"
"210","51","0.5","1"
"210","52","0.8","1"
"210","55","0.4","15"
"210","56","0.6","6"
