"OBJE_SQ_OBJETO","TIRE_SQ_TIPO_RECURSO","DEMA_DURACAO_RECURSO","DEMA_QUANTIDADE_RECURSO"
"218","45","0","0"
"218","46","8","1"
"218","47","35.2","5.5"
"218","48","0","0"
"218","49","6","1.5"
"218","50","0","0"
"218","51","0.5","0.5"
"218","52","0.8","0.8"
"218","53","0","0"
"218","54","0","0"
"218","55","3.2","0.4"
"218","56","10.2","1.2"
"218","57","0","0"
"218","58","9.6","1.2"
"218","59","48","7.5"
"218","67","0","0"
"218","68","9.6","1.2"
"218","69","48","7.5"
"218","70","0","0"
"218","71","0","0"
"218","72","0","0"
"218","73","9.6","1.2"
"218","74","48","7.5"
"218","76","5.6","0.7"
"218","77","0","0"
"218","78","0","0"
"218","79","27","3"
"218","80","0","0"
"218","81","6.4","0.8"
"218","82","17","2"
"218","83","0","0"
"218","84","0","0"
"219","42","0","0"
"219","43","4","1"
"219","44","7.2","0.8"
"219","45","0","0"
"219","46","4","1"
"219","47","14.3","2.2"
"219","48","0","0"
"219","49","0","0"
"219","50","0","0"
"219","51","0","0"
"219","52","10.4","1.6"
"219","53","0","0"
"219","54","0","0"
"219","55","1.6","0.4"
"219","56","0","0"
"219","57","0","0"
"219","58","4.8","1.2"
"219","59","19.5","3"
"219","67","0","0"
"219","68","4.8","1.2"
"219","69","19.5","3"
"219","70","4","1"
"219","71","4","1"
"219","72","0","0"
"219","73","4.8","1.2"
"219","74","19.5","3"
"219","76","2.8","0.7"
"219","77","0","0"
"219","78","4","1"
"219","79","9","1"
"219","80","0","0"
"219","81","0","0"
"219","82","0","0"
"219","83","1","1"
"219","84","1","1"
"220","42","0","0"
"220","43","9","1"
"220","44","17.6","1.6"
"220","45","0","0"
"220","46","9","1"
"220","47","34.1","3.3"
"220","48","0","0"
"220","49","0","0"
"220","50","0","0"
"220","51","0","0"
"220","52","24.8","2.4"
"220","53","0","0"
"220","54","0","0"
"220","55","3.6","0.4"
"220","56","0","0"
"220","57","0","0"
"220","58","10.8","1.2"
"220","59","46.5","4.5"
"220","67","0","0"
"220","68","10.8","1.2"
"220","69","46.5","4.5"
"220","70","9","1"
"220","71","9","1"
"220","72","0","0"
"220","73","10.8","1.2"
"220","74","46.5","4.5"
"220","76","6.3","0.7"
"220","77","0","0"
"220","78","9","1"
"220","79","22","2"
"220","80","0","0"
"220","81","0","0"
"220","82","0","0"
"220","83","1","1"
"220","84","2","2"
"221","42","0","0"
"221","43","13","1"
"221","44","10.4","1.6"
"221","45","0","0"
"221","46","13","1"
"221","47","20.9","4.4"
"221","48","0","0"
"221","49","0","0"
"221","50","0","0"
"221","51","0","0"
"221","52","4.8","1.6"
"221","53","0","0"
"221","54","0","0"
"221","55","5.2","0.4"
"221","56","7.8","1.2"
"221","57","0","0"
"221","58","15.6","1.2"
"221","59","28.5","6"
"221","67","0","0"
"221","68","15.6","1.2"
"221","69","28.5","6"
"221","70","13","1"
"221","71","13","1"
"221","72","0","0"
"221","73","15.6","1.2"
"221","74","28.5","6"
"221","76","0","0"
"221","77","0","0"
"221","78","13","1"
"221","79","13","2"
"221","80","0","0"
"221","81","0","0"
"221","82","18","3"
"221","83","1","1"
"221","84","2","2"
"222","42","0","0"
"222","43","11","2"
"222","44","9.6","0.8"
"222","45","0","0"
"222","46","11","2"
"222","47","199.1","2.2"
"222","48","0","0"
"222","49","0","0"
"222","50","0","0"
"222","51","0","0"
"222","52","144.8","1.6"
"222","53","0","0"
"222","54","0","0"
"222","55","4.4","0.8"
"222","56","0","0"
"222","57","0","0"
"222","58","13.2","2.4"
"222","59","271.5","3"
"222","67","0","0"
"222","68","13.2","2.4"
"222","69","271.5","3"
"222","70","11","2"
"222","71","0","0"
"222","72","0","0"
"222","73","13.2","2.4"
"222","74","271.5","3"
"222","76","7.7","1.4"
"222","77","0","0"
"222","78","11","2"
"222","79","12","1"
"222","80","0","0"
"222","81","0","0"
"222","82","0","0"
"222","83","2","2"
"222","84","1","1"
"223","42","0","0"
"223","43","1","1"
"223","44","8","0.8"
"223","45","0","0"
"223","46","1","1"
"223","47","31.9","4.4"
"223","48","15","3"
"223","49","0","0"
"223","50","0","0"
"223","51","2.5","0.5"
"223","52","8","1.6"
"223","53","0","0"
"223","54","0","0"
"223","55","0.4","0.4"
"223","56","11.4","1.2"
"223","57","0","0"
"223","58","1.2","1.2"
"223","59","43.5","6"
"223","67","0","0"
"223","68","1.2","1.2"
"223","69","43.5","6"
"223","70","0","0"
"223","71","0","0"
"223","72","0","0"
"223","73","1.2","1.2"
"223","74","43.5","6"
"223","76","0","0"
"223","77","0","0"
"223","78","0","0"
"223","79","19","2"
"223","80","0","0"
"223","81","0.8","0.8"
"223","82","19","2"
"223","83","0","0"
"223","84","0","0"
"224","42","0","0"
"224","43","11","1"
"224","44","12.8","1.6"
"224","45","0","0"
"224","46","11","1"
"224","47","20.9","4.4"
"224","48","0","0"
"224","49","0","0"
"224","50","0","0"
"224","51","0","0"
"224","52","2.4","1.6"
"224","53","0","0"
"224","54","0","0"
"224","55","4.4","0.4"
"224","56","9.6","1.2"
"224","57","0","0"
"224","58","13.2","1.2"
"224","59","28.5","6"
"224","67","0","0"
"224","68","13.2","1.2"
"224","69","28.5","6"
"224","70","11","1"
"224","71","11","1"
"224","72","0","0"
"224","73","13.2","1.2"
"224","74","28.5","6"
"224","76","0","0"
"224","77","0","0"
"224","78","11","1"
"224","79","16","2"
"224","80","0","0"
"224","81","0","0"
"224","82","18","3"
"224","83","1","1"
"224","84","2","2"
"225","42","0","0"
"225","43","13","1"
"225","44","12","1.6"
"225","45","0","0"
"225","46","13","1"
"225","47","23.1","4.4"
"225","48","0","0"
"225","49","0","0"
"225","50","0","0"
"225","51","0","0"
"225","52","4.8","1.6"
"225","53","0","0"
"225","54","0","0"
"225","55","5.2","0.4"
"225","56","9","1.2"
"225","57","0","0"
"225","58","15.6","1.2"
"225","59","31.5","6"
"225","67","0","0"
"225","68","15.6","1.2"
"225","69","31.5","6"
"225","70","13","1"
"225","71","13","1"
"225","72","0","0"
"225","73","15.6","1.2"
"225","74","31.5","6"
"225","76","0","0"
"225","77","0","0"
"225","78","13","1"
"225","79","15","2"
"225","80","0","0"
"225","81","0","0"
"225","82","20","3"
"225","83","1","1"
"225","84","2","2"
"226","42","0","0"
"226","43","0","0"
"226","44","7.2","0.8"
"226","45","0","0"
"226","46","0","0"
"226","47","16.5","3.3"
"226","48","0","0"
"226","49","0","0"
"226","50","0","0"
"226","51","0","0"
"226","52","4.8","1.6"
"226","53","0","0"
"226","54","0","0"
"226","55","0","0"
"226","56","5.4","0.6"
"226","57","0","0"
"226","58","0","0"
"226","59","22.5","4.5"
"226","67","0","0"
"226","68","0","0"
"226","69","22.5","4.5"
"226","70","0","0"
"226","71","0","0"
"226","72","0","0"
"226","73","0","0"
"226","74","22.5","4.5"
"226","76","0","0"
"226","77","0","0"
"226","78","0","0"
"226","79","9","1"
"226","80","0","0"
"226","81","0","0"
"226","82","14","2"
"226","83","0","0"
"226","84","1","1"
"227","42","0","0"
"227","43","1","1"
"227","44","9.6","0.8"
"227","45","0","0"
"227","46","1","1"
"227","47","35.2","4.4"
"227","48","12","1.5"
"227","49","0","0"
"227","50","0","0"
"227","51","0","0"
"227","52","6.4","0.8"
"227","53","0","0"
"227","54","0","0"
"227","55","0.4","0.4"
"227","56","12","1.2"
"227","57","0","0"
"227","58","1.2","1.2"
"227","59","48","6"
"227","67","0","0"
"227","68","1.2","1.2"
"227","69","48","6"
"227","70","0","0"
"227","71","0","0"
"227","72","0","0"
"227","73","1.2","1.2"
"227","74","48","6"
"227","76","0.7","0.7"
"227","77","0","0"
"227","78","0","0"
"227","79","8","1"
"227","80","0","0"
"227","81","0.8","0.8"
"227","82","0","0"
"227","83","1","1"
"227","84","1","1"
"228","42","0","0"
"228","43","8","1"
"228","44","4.8","0.8"
"228","45","0","0"
"228","46","8","1"
"228","47","6.6","1.1"
"228","48","0","0"
"228","49","0","0"
"228","50","0","0"
"228","51","0","0"
"228","52","0","0"
"228","53","0","0"
"228","54","0","0"
"228","55","3.2","0.4"
"228","56","3.6","0.6"
"228","57","0","0"
"228","58","9.6","1.2"
"228","59","9","1.5"
"228","67","0","0"
"228","68","9.6","1.2"
"228","69","9","1.5"
"228","70","8","1"
"228","71","0","0"
"228","72","0","0"
"228","73","9.6","1.2"
"228","74","9","1.5"
"228","76","0","0"
"228","77","0","0"
"228","78","8","1"
"228","79","6","1"
"228","80","0","0"
"228","81","0","0"
"228","82","6","1"
"228","83","1","1"
"228","84","1","1"
"229","42","0","0"
"229","43","12","1"
"229","44","11.2","1.6"
"229","45","0","0"
"229","46","12","1"
"229","47","22","4.4"
"229","48","0","0"
"229","49","0","0"
"229","50","0","0"
"229","51","0","0"
"229","52","4.8","1.6"
"229","53","0","0"
"229","54","0","0"
"229","55","4.8","0.4"
"229","56","8.4","1.2"
"229","57","0","0"
"229","58","14.4","1.2"
"229","59","30","6"
"229","67","0","0"
"229","68","14.4","1.2"
"229","69","30","6"
"229","70","12","1"
"229","71","12","1"
"229","72","0","0"
"229","73","14.4","1.2"
"229","74","30","6"
"229","76","0","0"
"229","77","0","0"
"229","78","12","1"
"229","79","14","2"
"229","80","0","0"
"229","81","0","0"
"229","82","19","3"
"229","83","1","1"
"229","84","2","2"
"230","42","0","0"
"230","43","13","1"
"230","44","9.6","1.6"
"230","45","0","0"
"230","46","13","1"
"230","47","18.7","4.4"
"230","48","0","0"
"230","49","0","0"
"230","50","0","0"
"230","51","0","0"
"230","52","13.6","3.2"
"230","53","0","0"
"230","54","0","0"
"230","55","5.2","0.4"
"230","56","0","0"
"230","57","0","0"
"230","58","15.6","1.2"
"230","59","25.5","6"
"230","67","0","0"
"230","68","15.6","1.2"
"230","69","25.5","6"
"230","70","13","1"
"230","71","13","1"
"230","72","0","0"
"230","73","15.6","1.2"
"230","74","25.5","6"
"230","76","9.1","0.7"
"230","77","0","0"
"230","78","13","1"
"230","79","12","2"
"230","80","0","0"
"230","81","0","0"
"230","82","0","0"
"230","83","1","1"
"230","84","2","2"
"231","42","0","0"
"231","43","0","0"
"231","44","0","0"
"231","45","0","0"
"231","46","7","1"
"231","47","60.5","6.6"
"231","48","0","0"
"231","49","9","1.5"
"231","50","0","0"
"231","51","1.5","0.5"
"231","52","16.8","2.4"
"231","53","0","0"
"231","54","0","0"
"231","55","2.8","0.4"
"231","56","20.4","1.8"
"231","57","0","0"
"231","58","8.4","1.2"
"231","59","82.5","9"
"231","67","0","0"
"231","68","8.4","1.2"
"231","69","82.5","9"
"231","70","7","1"
"231","71","0","0"
"231","72","0","0"
"231","73","8.4","1.2"
"231","74","82.5","9"
"231","76","4.9","0.7"
"231","77","0","0"
"231","78","7","1"
"231","79","46","4"
"231","80","0","0"
"231","81","0","0"
"231","82","34","3"
"231","83","1","1"
"231","84","2","2"
"232","42","0","0"
"232","43","6","1"
"232","44","0","0"
"232","45","0","0"
"232","46","6","1"
"232","47","23.1","3.3"
"232","48","10.5","1.5"
"232","49","0","0"
"232","50","0","0"
"232","51","1","0.5"
"232","52","1.6","0.8"
"232","53","0","0"
"232","54","0","0"
"232","55","2.4","0.4"
"232","56","7.2","0.6"
"232","57","0","0"
"232","58","7.2","1.2"
"232","59","31.5","4.5"
"232","67","0","0"
"232","68","7.2","1.2"
"232","69","31.5","4.5"
"232","70","0","0"
"232","71","0","0"
"232","72","0","0"
"232","73","7.2","1.2"
"232","74","31.5","4.5"
"232","76","4.2","0.7"
"232","77","0","0"
"232","78","0","0"
"232","79","12","1"
"232","80","0","0"
"232","81","4.8","0.8"
"232","82","12","1"
"232","83","0","0"
"232","84","0","0"
"233","42","0","0"
"233","43","16","1"
"233","44","11.2","1.6"
"233","45","0","0"
"233","46","16","1"
"233","47","22","4.4"
"233","48","0","0"
"233","49","0","0"
"233","50","0","0"
"233","51","0","0"
"233","52","4.8","1.6"
"233","53","0","0"
"233","54","0","0"
"233","55","6.4","0.4"
"233","56","8.4","1.2"
"233","57","0","0"
"233","58","19.2","1.2"
"233","59","30","6"
"233","67","0","0"
"233","68","19.2","1.2"
"233","69","30","6"
"233","70","16","1"
"233","71","16","1"
"233","72","0","0"
"233","73","19.2","1.2"
"233","74","30","6"
"233","76","0","0"
"233","77","0","0"
"233","78","16","1"
"233","79","14","2"
"233","80","0","0"
"233","81","0","0"
"233","82","19","3"
"233","83","1","1"
"233","84","2","2"
"234","42","0","0"
"234","43","11","1"
"234","44","0","0"
"234","45","0","0"
"234","46","11","1"
"234","47","15.4","3.3"
"234","48","4.5","1.5"
"234","49","0","0"
"234","50","0","0"
"234","51","0.5","0.5"
"234","52","0.8","0.8"
"234","53","0","0"
"234","54","0","0"
"234","55","4.4","0.4"
"234","56","6","0.6"
"234","57","0","0"
"234","58","13.2","1.2"
"234","59","21","4.5"
"234","67","0","0"
"234","68","13.2","1.2"
"234","69","21","4.5"
"234","70","0","0"
"234","71","0","0"
"234","72","0","0"
"234","73","13.2","1.2"
"234","74","21","4.5"
"234","76","7.7","0.7"
"234","77","0","0"
"234","78","0","0"
"234","79","10","1"
"234","80","0","0"
"234","81","8.8","0.8"
"234","82","10","1"
"234","83","0","0"
"234","84","0","0"
"235","42","0","0"
"235","43","0","0"
"235","44","9.6","1.6"
"235","45","0","0"
"235","46","0","0"
"235","47","36.3","6.6"
"235","48","0","0"
"235","49","6","1.5"
"235","50","0","0"
"235","51","0.5","0.5"
"235","52","0.8","0.8"
"235","53","0","0"
"235","54","0","0"
"235","55","0","0"
"235","56","13.8","1.8"
"235","57","0","0"
"235","58","0","0"
"235","59","49.5","9"
"235","67","0","0"
"235","68","0","0"
"235","69","49.5","9"
"235","70","0","0"
"235","71","0","0"
"235","72","0","0"
"235","73","0","0"
"235","74","49.5","9"
"235","76","0","0"
"235","77","8.4","1.4"
"235","78","0","0"
"235","79","16","2"
"235","80","0","0"
"235","81","0","0"
"235","82","23","3"
"235","83","0","0"
"235","84","0","0"
"236","42","0","0"
"236","43","13","1"
"236","44","8","0.8"
"236","45","0","0"
"236","46","13","1"
"236","47","58.3","5.5"
"236","48","0","0"
"236","49","18","1.5"
"236","50","0","0"
"236","51","5","0.5"
"236","52","27.2","2.4"
"236","53","0","0"
"236","54","0","0"
"236","55","5.2","0.4"
"236","56","11.4","1.2"
"236","57","0","0"
"236","58","15.6","1.2"
"236","59","79.5","7.5"
"236","67","0","0"
"236","68","15.6","1.2"
"236","69","79.5","7.5"
"236","70","13","1"
"236","71","0","0"
"236","72","0","0"
"236","73","15.6","1.2"
"236","74","79.5","7.5"
"236","76","0","0"
"236","77","0","0"
"236","78","13","1"
"236","79","31","3"
"236","80","0","0"
"236","81","0","0"
"236","82","19","2"
"236","83","1","1"
"236","84","1","1"
"237","42","0","0"
"237","43","11","1"
"237","44","12.8","1.6"
"237","45","0","0"
"237","46","11","1"
"237","47","24.2","4.4"
"237","48","0","0"
"237","49","0","0"
"237","50","0","0"
"237","51","0","0"
"237","52","4.8","1.6"
"237","53","0","0"
"237","54","0","0"
"237","55","4.4","0.4"
"237","56","9.6","1.2"
"237","57","0","0"
"237","58","13.2","1.2"
"237","59","33","6"
"237","67","0","0"
"237","68","13.2","1.2"
"237","69","33","6"
"237","70","11","1"
"237","71","11","1"
"237","72","0","0"
"237","73","13.2","1.2"
"237","74","33","6"
"237","76","0","0"
"237","77","0","0"
"237","78","11","1"
"237","79","16","2"
"237","80","0","0"
"237","81","0","0"
"237","82","21","3"
"237","83","1","1"
"237","84","2","2"
"238","42","0","0"
"238","43","8","1"
"238","44","0","0"
"238","45","0","0"
"238","46","8","1"
"238","47","12.1","3.3"
"238","48","7.5","3"
"238","49","0","0"
"238","50","0.5","0.5"
"238","51","0","0"
"238","52","0.8","0.8"
"238","53","0","0"
"238","54","0","0"
"238","55","3.2","0.4"
"238","56","3.6","0.6"
"238","57","0","0"
"238","58","9.6","1.2"
"238","59","16.5","4.5"
"238","67","0","0"
"238","68","9.6","1.2"
"238","69","16.5","4.5"
"238","70","0","0"
"238","71","0","0"
"238","72","0","0"
"238","73","9.6","1.2"
"238","74","16.5","4.5"
"238","76","5.6","0.7"
"238","77","0","0"
"238","78","0","0"
"238","79","6","1"
"238","80","0","0"
"238","81","6.4","0.8"
"238","82","6","1"
"238","83","0","0"
"238","84","0","0"
"239","42","0","0"
"239","43","0","0"
"239","44","0","0"
"239","45","0","0"
"239","46","13","1"
"239","47","44","4.4"
"239","48","10.5","1.5"
"239","49","13.5","1.5"
"239","50","0","0"
"239","51","4.5","0.5"
"239","52","12.8","1.6"
"239","53","7","1"
"239","54","0","0"
"239","55","5.2","0.4"
"239","56","6.6","0.6"
"239","57","0","0"
"239","58","15.6","1.2"
"239","59","60","6"
"239","67","0","0"
"239","68","15.6","1.2"
"239","69","60","6"
"239","70","0","0"
"239","71","0","0"
"239","72","0","0"
"239","73","15.6","1.2"
"239","74","60","6"
"239","76","9.1","0.7"
"239","77","0","0"
"239","78","0","0"
"239","79","24","2"
"239","80","0","0"
"239","81","10.4","0.8"
"239","82","24","2"
"239","83","0","0"
"239","84","0","0"
"240","42","0","0"
"240","43","5","1"
"240","44","18.4","0.8"
"240","45","0","0"
"240","46","5","1"
"240","47","50.6","4.4"
"240","48","15","3"
"240","49","0","0"
"240","50","1.5","0.5"
"240","51","0","0"
"240","52","36.8","3.2"
"240","53","0","0"
"240","54","0","0"
"240","55","2","0.4"
"240","56","0","0"
"240","57","0","0"
"240","58","6","1.2"
"240","59","69","6"
"240","67","0","0"
"240","68","6","1.2"
"240","69","69","6"
"240","70","5","1"
"240","71","0","0"
"240","72","0","0"
"240","73","6","1.2"
"240","74","69","6"
"240","76","3.5","0.7"
"240","77","0","0"
"240","78","5","1"
"240","79","23","1"
"240","80","0","0"
"240","81","0","0"
"240","82","0","0"
"240","83","1","1"
"240","84","1","1"
"241","42","0","0"
"241","43","8","1"
"241","44","13.6","0.8"
"241","45","0","0"
"241","46","8","1"
"241","47","48.4","4.4"
"241","48","24","3"
"241","49","0","0"
"241","50","3.5","0.5"
"241","51","0","0"
"241","52","35.2","3.2"
"241","53","0","0"
"241","54","0","0"
"241","55","3.2","0.4"
"241","56","0","0"
"241","57","0","0"
"241","58","9.6","1.2"
"241","59","66","6"
"241","67","0","0"
"241","68","9.6","1.2"
"241","69","66","6"
"241","70","8","1"
"241","71","0","0"
"241","72","0","0"
"241","73","9.6","1.2"
"241","74","66","6"
"241","76","5.6","0.7"
"241","77","0","0"
"241","78","8","1"
"241","79","17","1"
"241","80","0","0"
"241","81","0","0"
"241","82","0","0"
"241","83","1","1"
"241","84","1","1"
"242","42","0","0"
"242","43","0","0"
"242","44","8","1.6"
"242","45","0","0"
"242","46","0","0"
"242","47","25.3","5.5"
"242","48","10.5","3"
"242","49","0","0"
"242","50","0.5","0.5"
"242","51","0","0"
"242","52","0.8","0.8"
"242","53","0","0"
"242","54","0","0"
"242","55","0","0"
"242","56","9.6","1.8"
"242","57","0","0"
"242","58","0","0"
"242","59","34.5","7.5"
"242","67","0","0"
"242","68","0","0"
"242","69","34.5","7.5"
"242","70","0","0"
"242","71","0","0"
"242","72","0","0"
"242","73","0","0"
"242","74","34.5","7.5"
"242","76","0","0"
"242","77","7","1.4"
"242","78","0","0"
"242","79","6","1"
"242","80","0","0"
"242","81","0","0"
"242","82","16","3"
"242","83","0","0"
"242","84","0","0"
"243","42","0","0"
"243","43","0","0"
"243","44","9.6","2.4"
"243","45","0","0"
"243","46","0","0"
"243","47","34.1","6.6"
"243","48","3","1.5"
"243","49","0","0"
"243","50","0","0"
"243","51","0","0"
"243","52","2.4","1.6"
"243","53","0","0"
"243","54","0","0"
"243","55","0","0"
"243","56","16.8","2.4"
"243","57","0","0"
"243","58","0","0"
"243","59","46.5","9"
"243","67","0","0"
"243","68","0","0"
"243","69","46.5","9"
"243","70","0","0"
"243","71","0","0"
"243","72","0","0"
"243","73","0","0"
"243","74","46.5","9"
"243","76","0","0"
"243","77","0","0"
"243","78","0","0"
"243","79","28","4"
"243","80","0","0"
"243","81","0","0"
"243","82","28","4"
"243","83","0","0"
"243","84","3","3"
"244","42","0","0"
"244","43","0","0"
"244","44","12","2.4"
"244","45","0","0"
"244","46","0","0"
"244","47","36.3","6.6"
"244","48","3","1.5"
"244","49","0","0"
"244","50","0","0"
"244","51","0","0"
"244","52","2.4","1.6"
"244","53","0","0"
"244","54","0","0"
"244","55","0","0"
"244","56","18","2.4"
"244","57","0","0"
"244","58","0","0"
"244","59","49.5","9"
"244","67","0","0"
"244","68","0","0"
"244","69","49.5","9"
"244","70","0","0"
"244","71","0","0"
"244","72","0","0"
"244","73","0","0"
"244","74","49.5","9"
"244","76","0","0"
"244","77","0","0"
"244","78","0","0"
"244","79","30","4"
"244","80","0","0"
"244","81","0","0"
"244","82","30","4"
"244","83","0","0"
"244","84","3","3"
"245","42","0","0"
"245","43","0","0"
"245","44","22.4","1.6"
"245","45","0","0"
"245","46","0","0"
"245","47","38.5","3.3"
"245","48","0","0"
"245","49","0","0"
"245","50","0","0"
"245","51","0","0"
"245","52","5.6","0.8"
"245","53","0","0"
"245","54","0","0"
"245","55","0","0"
"245","56","16.8","1.2"
"245","57","0","0"
"245","58","0","0"
"245","59","52.5","4.5"
"245","67","0","0"
"245","68","0","0"
"245","69","52.5","4.5"
"245","70","0","0"
"245","71","0","0"
"245","72","0","0"
"245","73","0","0"
"245","74","52.5","4.5"
"245","76","0","0"
"245","77","0","0"
"245","78","0","0"
"245","79","28","2"
"245","80","0","0"
"245","81","0","0"
"245","82","35","3"
"245","83","0","0"
"245","84","2","2"
"246","42","0","0"
"246","43","0","0"
"246","44","16","1.6"
"246","45","0","0"
"246","46","0","0"
"246","47","29.7","3.3"
"246","48","0","0"
"246","49","0","0"
"246","50","0","0"
"246","51","0","0"
"246","52","5.6","0.8"
"246","53","0","0"
"246","54","0","0"
"246","55","0","0"
"246","56","12","1.2"
"246","57","0","0"
"246","58","0","0"
"246","59","40.5","4.5"
"246","67","0","0"
"246","68","0","0"
"246","69","40.5","4.5"
"246","70","0","0"
"246","71","0","0"
"246","72","0","0"
"246","73","0","0"
"246","74","40.5","4.5"
"246","76","0","0"
"246","77","0","0"
"246","78","0","0"
"246","79","20","2"
"246","80","0","0"
"246","81","0","0"
"246","82","27","3"
"246","83","0","0"
"246","84","2","2"
"247","42","0","0"
"247","43","0","0"
"247","44","7.2","0.8"
"247","45","0","0"
"247","46","0","0"
"247","47","55","6.6"
"247","48","0","0"
"247","49","7.5","1.5"
"247","50","0","0"
"247","51","0.5","0.5"
"247","52","11.2","1.6"
"247","53","0","0"
"247","54","0","0"
"247","55","0","0"
"247","56","5.4","0.6"
"247","57","0","0"
"247","58","0","0"
"247","59","75","9"
"247","67","0","0"
"247","68","0","0"
"247","69","75","9"
"247","70","0","0"
"247","71","0","0"
"247","72","0","0"
"247","73","0","0"
"247","74","75","9"
"247","76","0","0"
"247","77","0","0"
"247","78","0","0"
"247","79","9","1"
"247","80","0","0"
"247","81","0","0"
"247","82","9","1"
"247","83","0","0"
"247","84","0","0"
"248","42","0","0"
"248","43","0","0"
"248","44","7.2","0.8"
"248","45","0","0"
"248","46","0","0"
"248","47","55","6.6"
"248","48","0","0"
"248","49","7.5","1.5"
"248","50","0","0"
"248","51","0.5","0.5"
"248","52","11.2","1.6"
"248","53","0","0"
"248","54","0","0"
"248","55","0","0"
"248","56","5.4","0.6"
"248","57","0","0"
"248","58","0","0"
"248","59","75","9"
"248","67","0","0"
"248","68","0","0"
"248","69","75","9"
"248","70","0","0"
"248","71","0","0"
"248","72","0","0"
"248","73","0","0"
"248","74","75","9"
"248","76","0","0"
"248","77","0","0"
"248","78","0","0"
"248","79","9","1"
"248","80","0","0"
"248","81","0","0"
"248","82","9","1"
"248","83","0","0"
"248","84","0","0"
"249","42","0","0"
"249","43","18","1"
"249","44","7.2","0.8"
"249","45","0","0"
"249","46","18","1"
"249","47","9.9","1.1"
"249","48","0","0"
"249","49","0","0"
"249","50","0","0"
"249","51","0","0"
"249","52","7.2","0.8"
"249","53","0","0"
"249","54","0","0"
"249","55","7.2","0.4"
"249","56","0","0"
"249","57","0","0"
"249","58","21.6","1.2"
"249","59","13.5","1.5"
"249","67","0","0"
"249","68","21.6","1.2"
"249","69","13.5","1.5"
"249","70","18","1"
"249","71","18","1"
"249","72","0","0"
"249","73","21.6","1.2"
"249","74","13.5","1.5"
"249","76","12.6","0.7"
"249","77","0","0"
"249","78","18","1"
"249","79","9","1"
"249","80","0","0"
"249","81","0","0"
"249","82","0","0"
"249","83","1","1"
"249","84","1","1"
"250","42","0","0"
"250","43","0","0"
"250","44","0","0"
"250","45","0","0"
"250","46","0","0"
"250","47","38.5","1.1"
"250","48","0","0"
"250","49","0","0"
"250","50","0","0"
"250","51","0","0"
"250","52","28","0.8"
"250","53","0","0"
"250","54","0","0"
"250","55","0","0"
"250","56","0","0"
"250","57","0","0"
"250","58","0","0"
"250","59","52.5","1.5"
"250","67","0","0"
"250","68","0","0"
"250","69","52.5","1.5"
"250","70","0","0"
"250","71","0","0"
"250","72","0","0"
"250","73","0","0"
"250","74","52.5","1.5"
"250","76","0","0"
"250","77","0","0"
"250","78","0","0"
"250","79","0","0"
"250","80","0","0"
"250","81","0","0"
"250","82","0","0"
"250","83","0","0"
"250","84","0","0"
"251","42","0","0"
"251","43","1","1"
"251","44","6.4","1.6"
"251","45","0","0"
"251","46","1","1"
"251","47","20.9","5.5"
"251","48","7.5","3"
"251","49","0","0"
"251","50","0.5","0.5"
"251","51","0","0"
"251","52","0.8","0.8"
"251","53","0","0"
"251","54","0","0"
"251","55","0.4","0.4"
"251","56","8.4","1.8"
"251","57","0","0"
"251","58","1.2","1.2"
"251","59","28.5","7.5"
"251","67","0","0"
"251","68","1.2","1.2"
"251","69","28.5","7.5"
"251","70","0","0"
"251","71","0","0"
"251","72","0","0"
"251","73","1.2","1.2"
"251","74","28.5","7.5"
"251","76","0.7","0.7"
"251","77","5.6","1.4"
"251","78","0","0"
"251","79","6","1"
"251","80","0","0"
"251","81","0.8","0.8"
"251","82","14","3"
"251","83","0","0"
"251","84","0","0"
"252","42","0","0"
"252","43","0","0"
"252","44","6.4","0.8"
"252","45","0","0"
"252","46","0","0"
"252","47","50.6","5.5"
"252","48","0","0"
"252","49","12","1.5"
"252","50","0","0"
"252","51","1","0.5"
"252","52","1.6","0.8"
"252","53","0","0"
"252","54","0","0"
"252","55","0","0"
"252","56","13.2","1.2"
"252","57","0","0"
"252","58","0","0"
"252","59","69","7.5"
"252","67","0","0"
"252","68","0","0"
"252","69","69","7.5"
"252","70","0","0"
"252","71","0","0"
"252","72","0","0"
"252","73","0","0"
"252","74","69","7.5"
"252","76","0","0"
"252","77","5.6","0.7"
"252","78","0","0"
"252","79","28","2"
"252","80","0","0"
"252","81","0","0"
"252","82","22","2"
"252","83","0","0"
"252","84","0","0"
