"OBJE_SQ_OBJETO","TIRE_SQ_TIPO_RECURSO","DEMA_DURACAO_RECURSO","DEMA_QUANTIDADE_RECURSO"
"1","42","0","0"
"1","43","18","1"
"1","44","32","1.6"
"1","45","0","0"
"1","46","18","1"
"1","47","60.5","3.3"
"1","48","0","0"
"1","49","0","0"
"1","50","0","0"
"1","51","0","0"
"1","52","44","2.4"
"1","53","0","0"
"1","54","0","0"
"1","55","7.2","0.4"
"1","56","0","0"
"1","57","0","0"
"1","58","21.6","1.2"
"1","59","82.5","4.5"
"1","67","0","0"
"1","68","21.6","1.2"
"1","69","82.5","4.5"
"1","70","18","1"
"1","71","0","0"
"1","72","0","0"
"1","73","21.6","1.2"
"1","74","82.5","4.5"
"1","76","12.6","0.7"
"1","77","0","0"
"1","78","18","1"
"1","79","40","2"
"1","80","0","0"
"1","81","0","0"
"1","82","0","0"
"1","83","1","1"
"1","84","2","2"
"2","42","0","0"
"2","43","8","1"
"2","44","21.6","0.8"
"2","45","0","0"
"2","46","8","1"
"2","47","50.6","2.2"
"2","48","0","0"
"2","49","0","0"
"2","50","0","0"
"2","51","0","0"
"2","52","36.8","1.6"
"2","53","0","0"
"2","54","0","0"
"2","55","3.2","0.4"
"2","56","0","0"
"2","57","0","0"
"2","58","9.6","1.2"
"2","59","69","3"
"2","67","0","0"
"2","68","9.6","1.2"
"2","69","69","3"
"2","70","8","1"
"2","71","8","1"
"2","72","0","0"
"2","73","9.6","1.2"
"2","74","69","3"
"2","76","5.6","0.7"
"2","77","0","0"
"2","78","8","1"
"2","79","27","1"
"2","80","0","0"
"2","81","0","0"
"2","82","0","0"
"2","83","1","1"
"2","84","1","1"
"3","42","0","0"
"3","43","8","1"
"3","44","32.8","1.6"
"3","45","0","0"
"3","46","8","1"
"3","47","70.4","3.3"
"3","48","0","0"
"3","49","0","0"
"3","50","0","0"
"3","51","0","0"
"3","52","51.2","2.4"
"3","53","0","0"
"3","54","0","0"
"3","55","3.2","0.4"
"3","56","0","0"
"3","57","0","0"
"3","58","9.6","1.2"
"3","59","96","4.5"
"3","67","0","0"
"3","68","9.6","1.2"
"3","69","96","4.5"
"3","70","8","1"
"3","71","0","0"
"3","72","0","0"
"3","73","9.6","1.2"
"3","74","96","4.5"
"3","76","5.6","0.7"
"3","77","0","0"
"3","78","8","1"
"3","79","41","2"
"3","80","0","0"
"3","81","0","0"
"3","82","0","0"
"3","83","1","1"
"3","84","2","2"
"4","42","0","0"
"4","43","14","1"
"4","44","26.4","0.8"
"4","45","0","0"
"4","46","14","1"
"4","47","57.2","2.2"
"4","48","0","0"
"4","49","0","0"
"4","50","0","0"
"4","51","0","0"
"4","52","41.6","1.6"
"4","53","0","0"
"4","54","0","0"
"4","55","5.6","0.4"
"4","56","0","0"
"4","57","0","0"
"4","58","16.8","1.2"
"4","59","78","3"
"4","67","0","0"
"4","68","16.8","1.2"
"4","69","78","3"
"4","70","14","1"
"4","71","14","1"
"4","72","0","0"
"4","73","16.8","1.2"
"4","74","78","3"
"4","76","9.8","0.7"
"4","77","0","0"
"4","78","14","1"
"4","79","33","1"
"4","80","0","0"
"4","81","0","0"
"4","82","0","0"
"4","83","1","1"
"4","84","1","1"
"5","42","0","0"
"5","43","10","1"
"5","44","3.2","1.6"
"5","45","0","0"
"5","46","10","1"
"5","47","22","3.3"
"5","48","0","0"
"5","49","0","0"
"5","50","0","0"
"5","51","0","0"
"5","52","16","2.4"
"5","53","0","0"
"5","54","0","0"
"5","55","4","0.4"
"5","56","0","0"
"5","57","0","0"
"5","58","12","1.2"
"5","59","30","4.5"
"5","67","0","0"
"5","68","12","1.2"
"5","69","30","4.5"
"5","70","10","1"
"5","71","0","0"
"5","72","0","0"
"5","73","12","1.2"
"5","74","30","4.5"
"5","76","7","0.7"
"5","77","0","0"
"5","78","10","1"
"5","79","4","2"
"5","80","0","0"
"5","81","0","0"
"5","82","0","0"
"5","83","1","1"
"5","84","2","2"
"6","42","0","0"
"6","43","16","1"
"6","44","24.8","0.8"
"6","45","0","0"
"6","46","16","1"
"6","47","42.9","3.3"
"6","48","6","1.5"
"6","49","0","0"
"6","50","0","0"
"6","51","0","0"
"6","52","31.2","2.4"
"6","53","0","0"
"6","54","0","0"
"6","55","6.4","0.4"
"6","56","0","0"
"6","57","0","0"
"6","58","19.2","1.2"
"6","59","58.5","4.5"
"6","67","0","0"
"6","68","19.2","1.2"
"6","69","58.5","4.5"
"6","70","16","1"
"6","71","16","1"
"6","72","0","0"
"6","73","19.2","1.2"
"6","74","58.5","4.5"
"6","76","11.2","0.7"
"6","77","0","0"
"6","78","16","1"
"6","79","31","1"
"6","80","0","0"
"6","81","0","0"
"6","82","0","0"
"6","83","1","1"
"6","84","1","1"
"7","42","0","0"
"7","43","13","1"
"7","44","7.2","2.4"
"7","45","0","0"
"7","46","13","1"
"7","47","49.5","9.9"
"7","48","0","0"
"7","49","24","3"
"7","50","0","0"
"7","51","3.5","0.5"
"7","52","20","2.4"
"7","53","0","0"
"7","54","0","0"
"7","55","5.2","0.4"
"7","56","12","3.6"
"7","57","0","0"
"7","58","15.6","1.2"
"7","59","67.5","13.5"
"7","67","0","0"
"7","68","15.6","1.2"
"7","69","67.5","13.5"
"7","70","0","0"
"7","71","0","0"
"7","72","0","0"
"7","73","15.6","1.2"
"7","74","67.5","13.5"
"7","76","0","0"
"7","77","0","0"
"7","78","0","0"
"7","79","28","6"
"7","80","0","0"
"7","81","10.4","0.8"
"7","82","20","6"
"7","83","0","0"
"7","84","0","0"
"8","42","0","0"
"8","43","1","1"
"8","44","5.6","0.8"
"8","45","0","0"
"8","46","1","1"
"8","47","18.7","3.3"
"8","48","7.5","1.5"
"8","49","0","0"
"8","50","2.5","0.5"
"8","51","0","0"
"8","52","4","0.8"
"8","53","0","0"
"8","54","0","0"
"8","55","0.4","0.4"
"8","56","7.2","1.2"
"8","57","0","0"
"8","58","1.2","1.2"
"8","59","25.5","4.5"
"8","67","0","0"
"8","68","1.2","1.2"
"8","69","25.5","4.5"
"8","70","0","0"
"8","71","0","0"
"8","72","0","0"
"8","73","1.2","1.2"
"8","74","25.5","4.5"
"8","76","0","0"
"8","77","0","0"
"8","78","0","0"
"8","79","12","2"
"8","80","0","0"
"8","81","0.8","0.8"
"8","82","12","2"
"8","83","0","0"
"8","84","0","0"
"9","42","0","0"
"9","43","25","1"
"9","44","50.4","1.6"
"9","45","0","0"
"9","46","25","1"
"9","47","92.4","4.4"
"9","48","7.5","1.5"
"9","49","0","0"
"9","50","0","0"
"9","51","0","0"
"9","52","67.2","3.2"
"9","53","0","0"
"9","54","0","0"
"9","55","10","0.4"
"9","56","0","0"
"9","57","0","0"
"9","58","30","1.2"
"9","59","126","6"
"9","67","0","0"
"9","68","30","1.2"
"9","69","126","6"
"9","70","25","1"
"9","71","25","1"
"9","72","0","0"
"9","73","30","1.2"
"9","74","126","6"
"9","76","17.5","0.7"
"9","77","0","0"
"9","78","25","1"
"9","79","63","2"
"9","80","0","0"
"9","81","0","0"
"9","82","0","0"
"9","83","1","1"
"9","84","2","2"
"10","42","0","0"
"10","43","1","1"
"10","44","4","0.8"
"10","45","0","0"
"10","46","1","1"
"10","47","14.3","3.3"
"10","48","3","1.5"
"10","49","0","0"
"10","50","1","0.5"
"10","51","0","0"
"10","52","1.6","0.8"
"10","53","0","0"
"10","54","0","0"
"10","55","0.4","0.4"
"10","56","6.6","1.2"
"10","57","0","0"
"10","58","1.2","1.2"
"10","59","19.5","4.5"
"10","67","0","0"
"10","68","1.2","1.2"
"10","69","19.5","4.5"
"10","70","0","0"
"10","71","0","0"
"10","72","0","0"
"10","73","1.2","1.2"
"10","74","19.5","4.5"
"10","76","0","0"
"10","77","0","0"
"10","78","0","0"
"10","79","11","2"
"10","80","0","0"
"10","81","0.8","0.8"
"10","82","11","2"
"10","83","0","0"
"10","84","0","0"
"11","42","1","1"
"11","43","36","1"
"11","44","22.4","2.4"
"11","45","1","1"
"11","46","36","1"
"11","47","66","8.8"
"11","48","0","0"
"11","49","10.5","3"
"11","50","0","0"
"11","51","1","0.5"
"11","52","9.6","2.4"
"11","53","0","0"
"11","54","1","1"
"11","55","14.4","0.4"
"11","56","28.8","3"
"11","57","1","1"
"11","58","43.2","1.2"
"11","59","90","12"
"11","67","1","1"
"11","68","43.2","1.2"
"11","69","90","12"
"11","70","0","0"
"11","71","0","0"
"11","72","1","1"
"11","73","43.2","1.2"
"11","74","90","12"
"11","76","0","0"
"11","77","0","0"
"11","78","0","0"
"11","79","52","5"
"11","80","1","1"
"11","81","28.8","0.8"
"11","82","48","5"
"11","83","0","0"
"11","84","0","0"
"12","42","0","0"
"12","43","1","1"
"12","44","5.6","0.8"
"12","45","0","0"
"12","46","1","1"
"12","47","36.3","4.4"
"12","48","25.5","3"
"12","49","0","0"
"12","50","4","0.5"
"12","51","0","0"
"12","52","13.6","1.6"
"12","53","0","0"
"12","54","0","0"
"12","55","0.4","0.4"
"12","56","9.6","1.2"
"12","57","0","0"
"12","58","1.2","1.2"
"12","59","49.5","6"
"12","67","0","0"
"12","68","1.2","1.2"
"12","69","49.5","6"
"12","70","0","0"
"12","71","0","0"
"12","72","0","0"
"12","73","1.2","1.2"
"12","74","49.5","6"
"12","76","0","0"
"12","77","0","0"
"12","78","1","1"
"12","79","16","2"
"12","80","0","0"
"12","81","0.8","0.8"
"12","82","16","2"
"12","83","1","1"
"12","84","0","0"
"13","42","0","0"
"13","43","3","1"
"13","44","10.4","0.8"
"13","45","0","0"
"13","46","3","1"
"13","47","31.9","4.4"
"13","48","9","3"
"13","49","0","0"
"13","50","1","0.5"
"13","51","0","0"
"13","52","23.2","3.2"
"13","53","0","0"
"13","54","0","0"
"13","55","1.2","0.4"
"13","56","0","0"
"13","57","0","0"
"13","58","3.6","1.2"
"13","59","43.5","6"
"13","67","0","0"
"13","68","3.6","1.2"
"13","69","43.5","6"
"13","70","3","1"
"13","71","0","0"
"13","72","0","0"
"13","73","3.6","1.2"
"13","74","43.5","6"
"13","76","2.1","0.7"
"13","77","0","0"
"13","78","3","1"
"13","79","13","1"
"13","80","0","0"
"13","81","0","0"
"13","82","0","0"
"13","83","1","1"
"13","84","1","1"
"14","42","0","0"
"14","43","1","1"
"14","44","10.4","0.8"
"14","45","0","0"
"14","46","1","1"
"14","47","34.1","5.5"
"14","48","0","0"
"14","49","15","3"
"14","50","0","0"
"14","51","1.5","0.5"
"14","52","13.6","2.4"
"14","53","0","0"
"14","54","0","0"
"14","55","0.4","0.4"
"14","56","8.4","1.2"
"14","57","0","0"
"14","58","1.2","1.2"
"14","59","46.5","7.5"
"14","67","0","0"
"14","68","1.2","1.2"
"14","69","46.5","7.5"
"14","70","0","0"
"14","71","0","0"
"14","72","0","0"
"14","73","1.2","1.2"
"14","74","46.5","7.5"
"14","76","0","0"
"14","77","0","0"
"14","78","0","0"
"14","79","21","3"
"14","80","0","0"
"14","81","0.8","0.8"
"14","82","14","2"
"14","83","0","0"
"14","84","0","0"
"15","42","0","0"
"15","43","0","0"
"15","44","3.2","0.8"
"15","45","0","0"
"15","46","0","0"
"15","47","22","4.4"
"15","48","12","1.5"
"15","49","3","1.5"
"15","50","0","0"
"15","51","1","0.5"
"15","52","1.6","0.8"
"15","53","0","0"
"15","54","0","0"
"15","55","0","0"
"15","56","6","1.2"
"15","57","0","0"
"15","58","0","0"
"15","59","30","6"
"15","67","0","0"
"15","68","0","0"
"15","69","30","6"
"15","70","0","0"
"15","71","0","0"
"15","72","0","0"
"15","73","0","0"
"15","74","30","6"
"15","76","0","0"
"15","77","2.8","0.7"
"15","78","0","0"
"15","79","6","1"
"15","80","0","0"
"15","81","0","0"
"15","82","10","2"
"15","83","0","0"
"15","84","0","0"
"16","42","0","0"
"16","43","7","1"
"16","44","0","0"
"16","45","0","0"
"16","46","7","1"
"16","47","23.1","4.4"
"16","48","9","1.5"
"16","49","1.5","1.5"
"16","50","0","0"
"16","51","0.5","0.5"
"16","52","0.8","0.8"
"16","53","0","0"
"16","54","0","0"
"16","55","2.8","0.4"
"16","56","8.4","1.2"
"16","57","0","0"
"16","58","8.4","1.2"
"16","59","31.5","6"
"16","67","0","0"
"16","68","8.4","1.2"
"16","69","31.5","6"
"16","70","0","0"
"16","71","0","0"
"16","72","0","0"
"16","73","8.4","1.2"
"16","74","31.5","6"
"16","76","4.9","0.7"
"16","77","0","0"
"16","78","0","0"
"16","79","14","2"
"16","80","0","0"
"16","81","5.6","0.8"
"16","82","14","2"
"16","83","0","0"
"16","84","0","0"
"17","42","0","0"
"17","43","0","0"
"17","44","9.6","0.8"
"17","45","0","0"
"17","46","0","0"
"17","47","25.3","4.4"
"17","48","9","1.5"
"17","49","3","1.5"
"17","50","0","0"
"17","51","1","0.5"
"17","52","1.6","0.8"
"17","53","0","0"
"17","54","0","0"
"17","55","0","0"
"17","56","9","1.2"
"17","57","0","0"
"17","58","0","0"
"17","59","34.5","6"
"17","67","0","0"
"17","68","0","0"
"17","69","34.5","6"
"17","70","0","0"
"17","71","0","0"
"17","72","0","0"
"17","73","0","0"
"17","74","34.5","6"
"17","76","0","0"
"17","77","8.4","0.7"
"17","78","0","0"
"17","79","3","1"
"17","80","0","0"
"17","81","0","0"
"17","82","15","2"
"17","83","0","0"
"17","84","0","0"
"18","42","0","0"
"18","43","0","0"
"18","44","5.6","0.8"
"18","45","0","0"
"18","46","0","0"
"18","47","22","4.4"
"18","48","6","1.5"
"18","49","1.5","1.5"
"18","50","0","0"
"18","51","0.5","0.5"
"18","52","0.8","0.8"
"18","53","0","0"
"18","54","0","0"
"18","55","0","0"
"18","56","9","1.2"
"18","57","0","0"
"18","58","0","0"
"18","59","30","6"
"18","67","0","0"
"18","68","0","0"
"18","69","30","6"
"18","70","0","0"
"18","71","0","0"
"18","72","0","0"
"18","73","0","0"
"18","74","30","6"
"18","76","0","0"
"18","77","4.9","0.7"
"18","78","0","0"
"18","79","8","1"
"18","80","0","0"
"18","81","0","0"
"18","82","15","2"
"18","83","0","0"
"18","84","0","0"
"19","42","0","0"
"19","43","0","0"
"19","44","7.2","0.8"
"19","45","0","0"
"19","46","0","0"
"19","47","23.1","4.4"
"19","48","4.5","1.5"
"19","49","1.5","1.5"
"19","50","0","0"
"19","51","0.5","0.5"
"19","52","0.8","0.8"
"19","53","0","0"
"19","54","0","0"
"19","55","0","0"
"19","56","10.2","1.2"
"19","57","0","0"
"19","58","0","0"
"19","59","31.5","6"
"19","67","0","0"
"19","68","0","0"
"19","69","31.5","6"
"19","70","0","0"
"19","71","0","0"
"19","72","0","0"
"19","73","0","0"
"19","74","31.5","6"
"19","76","0","0"
"19","77","6.3","0.7"
"19","78","0","0"
"19","79","8","1"
"19","80","0","0"
"19","81","0","0"
"19","82","17","2"
"19","83","0","0"
"19","84","0","0"
"20","42","0","0"
"20","43","0","0"
"20","44","6.4","0.8"
"20","45","0","0"
"20","46","0","0"
"20","47","22","4.4"
"20","48","6","1.5"
"20","49","1.5","1.5"
"20","50","0","0"
"20","51","0.5","0.5"
"20","52","0.8","0.8"
"20","53","0","0"
"20","54","0","0"
"20","55","0","0"
"20","56","9","1.2"
"20","57","0","0"
"20","58","0","0"
"20","59","30","6"
"20","67","0","0"
"20","68","0","0"
"20","69","30","6"
"20","70","0","0"
"20","71","0","0"
"20","72","0","0"
"20","73","0","0"
"20","74","30","6"
"20","76","0","0"
"20","77","5.6","0.7"
"20","78","0","0"
"20","79","7","1"
"20","80","0","0"
"20","81","0","0"
"20","82","15","2"
"20","83","0","0"
"20","84","0","0"
"21","42","0","0"
"21","43","1","1"
"21","44","9.6","1.6"
"21","45","0","0"
"21","46","1","1"
"21","47","30.8","5.5"
"21","48","7.5","3"
"21","49","0","0"
"21","50","0.5","0.5"
"21","51","0","0"
"21","52","0.8","0.8"
"21","53","0","0"
"21","54","0","0"
"21","55","0.4","0.4"
"21","56","13.8","1.8"
"21","57","0","0"
"21","58","1.2","1.2"
"21","59","42","7.5"
"21","67","0","0"
"21","68","1.2","1.2"
"21","69","42","7.5"
"21","70","0","0"
"21","71","0","0"
"21","72","0","0"
"21","73","1.2","1.2"
"21","74","42","7.5"
"21","76","0.7","0.7"
"21","77","8.4","1.4"
"21","78","0","0"
"21","79","11","1"
"21","80","0","0"
"21","81","0.8","0.8"
"21","82","23","3"
"21","83","0","0"
"21","84","0","0"
"22","42","0","0"
"22","43","0","0"
"22","44","8.8","1.6"
"22","45","0","0"
"22","46","0","0"
"22","47","34.1","5.5"
"22","48","16.5","3"
"22","49","0","0"
"22","50","1.5","0.5"
"22","51","0","0"
"22","52","2.4","0.8"
"22","53","0","0"
"22","54","0","0"
"22","55","0","0"
"22","56","12","1.8"
"22","57","0","0"
"22","58","0","0"
"22","59","46.5","7.5"
"22","67","0","0"
"22","68","0","0"
"22","69","46.5","7.5"
"22","70","0","0"
"22","71","0","0"
"22","72","0","0"
"22","73","0","0"
"22","74","46.5","7.5"
"22","76","0","0"
"22","77","7.7","1.4"
"22","78","0","0"
"22","79","9","1"
"22","80","0","0"
"22","81","0","0"
"22","82","20","3"
"22","83","0","0"
"22","84","0","0"
"23","42","0","0"
"23","43","10","1"
"23","44","0","0"
"23","45","0","0"
"23","46","10","1"
"23","47","36.3","4.4"
"23","48","9","1.5"
"23","49","0","0"
"23","50","0","0"
"23","51","3.5","0.5"
"23","52","5.6","0.8"
"23","53","0","0"
"23","54","0","0"
"23","55","4","0.4"
"23","56","12","1.2"
"23","57","0","0"
"23","58","12","1.2"
"23","59","49.5","6"
"23","67","0","0"
"23","68","12","1.2"
"23","69","49.5","6"
"23","70","0","0"
"23","71","0","0"
"23","72","0","0"
"23","73","12","1.2"
"23","74","49.5","6"
"23","76","7","0.7"
"23","77","0","0"
"23","78","0","0"
"23","79","20","2"
"23","80","0","0"
"23","81","8","0.8"
"23","82","20","2"
"23","83","0","0"
"23","84","0","0"
"24","42","0","0"
"24","43","8","1"
"24","44","0","0"
"24","45","0","0"
"24","46","8","1"
"24","47","19.8","4.4"
"24","48","10.5","3"
"24","49","0","0"
"24","50","0.5","0.5"
"24","51","0","0"
"24","52","0.8","0.8"
"24","53","0","0"
"24","54","0","0"
"24","55","3.2","0.4"
"24","56","6.6","1.2"
"24","57","0","0"
"24","58","9.6","1.2"
"24","59","27","6"
"24","67","0","0"
"24","68","9.6","1.2"
"24","69","27","6"
"24","70","0","0"
"24","71","0","0"
"24","72","0","0"
"24","73","9.6","1.2"
"24","74","27","6"
"24","76","5.6","0.7"
"24","77","0","0"
"24","78","0","0"
"24","79","11","2"
"24","80","0","0"
"24","81","6.4","0.8"
"24","82","11","2"
"24","83","0","0"
"24","84","0","0"
"25","42","0","0"
"25","43","6","1"
"25","44","0","0"
"25","45","0","0"
"25","46","6","1"
"25","47","16.5","4.4"
"25","48","10.5","3"
"25","49","0","0"
"25","50","1","0.5"
"25","51","0","0"
"25","52","1.6","0.8"
"25","53","0","0"
"25","54","0","0"
"25","55","2.4","0.4"
"25","56","4.8","1.2"
"25","57","0","0"
"25","58","7.2","1.2"
"25","59","22.5","6"
"25","67","0","0"
"25","68","7.2","1.2"
"25","69","22.5","6"
"25","70","0","0"
"25","71","0","0"
"25","72","0","0"
"25","73","7.2","1.2"
"25","74","22.5","6"
"25","76","4.2","0.7"
"25","77","0","0"
"25","78","0","0"
"25","79","8","2"
"25","80","0","0"
"25","81","4.8","0.8"
"25","82","8","2"
"25","83","0","0"
"25","84","0","0"
"26","42","0","0"
"26","43","7","1"
"26","44","0","0"
"26","45","0","0"
"26","46","7","1"
"26","47","16.5","4.4"
"26","48","12","3"
"26","49","0","0"
"26","50","1","0.5"
"26","51","0","0"
"26","52","1.6","0.8"
"26","53","0","0"
"26","54","0","0"
"26","55","2.8","0.4"
"26","56","4.2","1.2"
"26","57","0","0"
"26","58","8.4","1.2"
"26","59","22.5","6"
"26","67","0","0"
"26","68","8.4","1.2"
"26","69","22.5","6"
"26","70","0","0"
"26","71","0","0"
"26","72","0","0"
"26","73","8.4","1.2"
"26","74","22.5","6"
"26","76","4.9","0.7"
"26","77","0","0"
"26","78","0","0"
"26","79","7","2"
"26","80","0","0"
"26","81","5.6","0.8"
"26","82","7","2"
"26","83","0","0"
"26","84","0","0"
"27","42","0","0"
"27","43","6","2"
"27","44","0","0"
"27","45","0","0"
"27","46","6","2"
"27","47","17.6","3.3"
"27","48","0","0"
"27","49","0","0"
"27","50","0","0"
"27","51","0","0"
"27","52","3.2","0.8"
"27","53","0","0"
"27","54","0","0"
"27","55","2.4","0.8"
"27","56","5.4","0.6"
"27","57","0","0"
"27","58","7.2","2.4"
"27","59","24","4.5"
"27","67","0","0"
"27","68","7.2","2.4"
"27","69","24","4.5"
"27","70","0","0"
"27","71","0","0"
"27","72","0","0"
"27","73","7.2","2.4"
"27","74","24","4.5"
"27","76","4.2","1.4"
"27","77","0","0"
"27","78","0","0"
"27","79","9","1"
"27","80","0","0"
"27","81","4.8","1.6"
"27","82","9","1"
"27","83","0","0"
"27","84","0","0"
"28","42","0","0"
"28","43","0","0"
"28","44","21.6","1.6"
"28","45","0","0"
"28","46","0","0"
"28","47","49.5","5.5"
"28","48","15","3"
"28","49","0","0"
"28","50","1.5","0.5"
"28","51","0","0"
"28","52","8","1.6"
"28","53","0","0"
"28","54","0","0"
"28","55","0","0"
"28","56","21","1.8"
"28","57","0","0"
"28","58","0","0"
"28","59","67.5","7.5"
"28","67","0","0"
"28","68","0","0"
"28","69","67.5","7.5"
"28","70","0","0"
"28","71","0","0"
"28","72","0","0"
"28","73","0","0"
"28","74","67.5","7.5"
"28","76","0","0"
"28","77","0","0"
"28","78","0","0"
"28","79","35","3"
"28","80","0","0"
"28","81","0","0"
"28","82","35","3"
"28","83","0","0"
"28","84","2","2"
"29","42","0","0"
"29","43","0","0"
"29","44","5.6","0.8"
"29","45","0","0"
"29","46","0","0"
"29","47","19.8","4.4"
"29","48","4.5","1.5"
"29","49","3","1.5"
"29","50","0","0"
"29","51","1","0.5"
"29","52","1.6","0.8"
"29","53","0","0"
"29","54","0","0"
"29","55","0","0"
"29","56","7.8","1.2"
"29","57","0","0"
"29","58","0","0"
"29","59","27","6"
"29","67","0","0"
"29","68","0","0"
"29","69","27","6"
"29","70","0","0"
"29","71","0","0"
"29","72","0","0"
"29","73","0","0"
"29","74","27","6"
"29","76","0","0"
"29","77","4.9","0.7"
"29","78","0","0"
"29","79","6","1"
"29","80","0","0"
"29","81","0","0"
"29","82","13","2"
"29","83","0","0"
"29","84","0","0"
"30","42","0","0"
"30","43","12","1"
"30","44","9.6","0.8"
"30","45","0","0"
"30","46","12","1"
"30","47","51.7","5.5"
"30","48","0","0"
"30","49","6","1.5"
"30","50","0","0"
"30","51","1.5","0.5"
"30","52","15.2","2.4"
"30","53","0","0"
"30","54","0","0"
"30","55","4.8","0.4"
"30","56","16.8","1.2"
"30","57","0","0"
"30","58","14.4","1.2"
"30","59","70.5","7.5"
"30","67","0","0"
"30","68","14.4","1.2"
"30","69","70.5","7.5"
"30","70","12","1"
"30","71","0","0"
"30","72","0","0"
"30","73","14.4","1.2"
"30","74","70.5","7.5"
"30","76","0","0"
"30","77","0","0"
"30","78","12","1"
"30","79","40","3"
"30","80","0","0"
"30","81","0","0"
"30","82","28","2"
"30","83","1","1"
"30","84","1","1"
"31","42","0","0"
"31","43","7","1"
"31","44","0","0"
"31","45","0","0"
"31","46","7","1"
"31","47","0","0"
"31","48","0","0"
"31","49","0","0"
"31","50","0","0"
"31","51","0","0"
"31","52","0","0"
"31","53","0","0"
"31","54","0","0"
"31","55","2.8","0.4"
"31","56","0","0"
"31","57","0","0"
"31","58","8.4","1.2"
"31","59","0","0"
"31","67","0","0"
"31","68","8.4","1.2"
"31","69","0","0"
"31","70","0","0"
"31","71","0","0"
"31","72","0","0"
"31","73","8.4","1.2"
"31","74","0","0"
"31","76","4.9","0.7"
"31","77","0","0"
"31","78","0","0"
"31","79","0","0"
"31","80","0","0"
"31","81","5.6","0.8"
"31","82","0","0"
"31","83","0","0"
"31","84","0","0"
"32","42","0","0"
"32","43","1","1"
"32","44","12.8","0.8"
"32","45","0","0"
"32","46","1","1"
"32","47","59.4","4.4"
"32","48","33","3"
"32","49","0","0"
"32","50","0","0"
"32","51","5.5","0.5"
"32","52","43.2","3.2"
"32","53","0","0"
"32","54","0","0"
"32","55","0.4","0.4"
"32","56","0","0"
"32","57","0","0"
"32","58","1.2","1.2"
"32","59","81","6"
"32","67","0","0"
"32","68","1.2","1.2"
"32","69","81","6"
"32","70","0","0"
"32","71","0","0"
"32","72","0","0"
"32","73","1.2","1.2"
"32","74","81","6"
"32","76","0","0"
"32","77","0","0"
"32","78","1","1"
"32","79","32","2"
"32","80","0","0"
"32","81","0.8","0.8"
"32","82","32","2"
"32","83","1","1"
"32","84","1","1"
"33","42","0","0"
"33","43","10","1"
"33","44","0","0"
"33","45","0","0"
"33","46","10","1"
"33","47","14.3","3.3"
"33","48","6","1.5"
"33","49","0","0"
"33","50","0","0"
"33","51","0.5","0.5"
"33","52","0.8","0.8"
"33","53","0","0"
"33","54","0","0"
"33","55","4","0.4"
"33","56","4.8","0.6"
"33","57","0","0"
"33","58","12","1.2"
"33","59","19.5","4.5"
"33","67","0","0"
"33","68","12","1.2"
"33","69","19.5","4.5"
"33","70","0","0"
"33","71","0","0"
"33","72","0","0"
"33","73","12","1.2"
"33","74","19.5","4.5"
"33","76","7","0.7"
"33","77","0","0"
"33","78","0","0"
"33","79","8","1"
"33","80","0","0"
"33","81","8","0.8"
"33","82","8","1"
"33","83","0","0"
"33","84","0","0"
"34","42","0","0"
"34","43","9","1"
"34","44","0","0"
"34","45","0","0"
"34","46","9","1"
"34","47","17.6","3.3"
"34","48","10.5","1.5"
"34","49","0","0"
"34","50","0","0"
"34","51","0.5","0.5"
"34","52","0.8","0.8"
"34","53","0","0"
"34","54","0","0"
"34","55","3.6","0.4"
"34","56","4.8","0.6"
"34","57","0","0"
"34","58","10.8","1.2"
"34","59","24","4.5"
"34","67","0","0"
"34","68","10.8","1.2"
"34","69","24","4.5"
"34","70","0","0"
"34","71","0","0"
"34","72","0","0"
"34","73","10.8","1.2"
"34","74","24","4.5"
"34","76","6.3","0.7"
"34","77","0","0"
"34","78","0","0"
"34","79","8","1"
"34","80","0","0"
"34","81","7.2","0.8"
"34","82","8","1"
"34","83","0","0"
"34","84","0","0"
"35","42","0","0"
"35","43","0","0"
"35","44","26.4","0.8"
"35","45","0","0"
"35","46","0","0"
"35","47","36.3","1.1"
"35","48","0","0"
"35","49","0","0"
"35","50","0","0"
"35","51","0","0"
"35","52","0","0"
"35","53","0","0"
"35","54","0","0"
"35","55","0","0"
"35","56","19.8","0.6"
"35","57","0","0"
"35","58","0","0"
"35","59","49.5","1.5"
"35","67","0","0"
"35","68","0","0"
"35","69","49.5","1.5"
"35","70","0","0"
"35","71","0","0"
"35","72","0","0"
"35","73","0","0"
"35","74","49.5","1.5"
"35","76","0","0"
"35","77","23.1","0.7"
"35","78","0","0"
"35","79","0","0"
"35","80","0","0"
"35","81","0","0"
"35","82","33","1"
"35","83","0","0"
"35","84","0","0"
"36","42","0","0"
"36","43","8","1"
"36","44","0","0"
"36","45","0","0"
"36","46","8","1"
"36","47","19.8","3.3"
"36","48","10.5","1.5"
"36","49","0","0"
"36","50","0","0"
"36","51","0.5","0.5"
"36","52","0.8","0.8"
"36","53","0","0"
"36","54","0","0"
"36","55","3.2","0.4"
"36","56","6","0.6"
"36","57","0","0"
"36","58","9.6","1.2"
"36","59","27","4.5"
"36","67","0","0"
"36","68","9.6","1.2"
"36","69","27","4.5"
"36","70","0","0"
"36","71","0","0"
"36","72","0","0"
"36","73","9.6","1.2"
"36","74","27","4.5"
"36","76","5.6","0.7"
"36","77","0","0"
